title,company,location,date,url,source,job_id,description,requirements
לסארט-אפ בתחום ה-Cyber Security מעולם הרכבות דרוש/ה Frontend Developer,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/לסארט-אפ-בתחום-ה-cyber-security-מעולם-הרכבות-דרושה-frontend-developer/,gotfriends,128681,"אנחנו חברת סטארטאפ בתחום ה-Cyber Security, פיתחנו מערכת הגנה לתשתית הרכבת ולרכבת עצמה. מחפשים Frontend Developer כחלק מצוות, גייסנו 5M דולר, משלבים עבודה מהבית ומחפשים אותך! נשמע מתאים? שלח/י קורות חיים",- ניסיון של שנה לפחות עם React - 3 שנות ניסיון בפיתוח Frontend
Frontend Developer לחברה שמפתחת פתרון אבטחת מידע לאפליקציות,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/frontend-developer-לחברה-שמפתחת-פתרון-אבטחת-מידע-לאפליקציות/,gotfriends,128818,"הוקמנו ב2011 על ידי יזמים מאד מוכרים בתעשייה! אנחנו מפתחים פתרון אבטחת מידע לאפליקציות. הפתרון הוא מעין ׳כיפת ברזל׳ לאפליקציות, שעוד בטרם עלייתן לחנויות האפליקציות השונות, נעטפות בשכבת הגנה שנועדה להגן על המשתמש העסקי והפרטי. נשמח להכיר Frontend Developer כחלק מצוות לפיתוח בAngular7. נמצאים לאחר גיוס של 30 מליון דולר! מתאים? שלח/י קורות חיים",- 4 שנות ניסיון בפיתוח Frontend - 4 שנות ניסיון עם Angular2+ / React
Senior Frontend Developer לחברת Start-Up לאחר Round A מטורף!,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/senior-frontend-developer-לחברת-start-up-לאחר-round-a-מטורף/,gotfriends,128866,"סטארטאפ לאחר Round A משמעותי, מפתחים פלטפורמה דיגיטלית המציעה תמיכה רגשית בעת צרה על ידי חיבור בין אנשים מרקעים דומים שעוברים משבר דומה. התמיכה מתבצעת באופן מקוון על ידי איש מקצוע מטעם החברה. מונים 15 עובדים, ועובדים במודל היברידי. רוצים/ות להיות חלק מהצוות שלנו? הגישו קורות חיים",- 5 שנות ניסיון בפיתוח Frontend - שנתיים ניסיון ב- React
Frontend Developer לחברה גלובאלית מצליחה מעולמות ה- Storage,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/frontend-developer-לחברה-גלובאלית-מצליחה-מעולמות-ה-storage/,gotfriends,128992,"חברה גלובלית מצליחה ומרשימה בעולמות ה-Storage, מפתחים פלטפורמת Data Service Cloud , עובדים B2B. המוצר מבוסס ענן, בארץ נמצא מרכז הפיתוח. החברה מונה 140 עובדים. מאפשרים עבודה מהבית. כותבים בAngularJS. שלחו קורות חיים ונשמח לשוחח.",4 שנות ניסיון בפיתוח Frontend ב-AngularJS
Frontend Developer לחברת סטארטאפ עם ערך מוסף!,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/frontend-developer-לחברת-סטארטאפ-עם-ערך-מוסף/,gotfriends,129014,"סטארט אפ מצליח עם ערך מוסף מפתחים מערכת Web ו-Mobile שנותנת לעסקים קטנים ובינוניים בארה""ב הלוואות ומשכללת את כל הנתונים בצורה אלגוריתמית כדי להעריך את העמלה והסיכון. הערך המוסף שלנו נובע מכך שאנחנו מאפשרים לאותם עסקים לשרוד ולהתפתח ולגשר על הפער בין הכנסות והוצאות בתזרים מזומנים ובניגוד לפתרונות אחרים החברה לא דורשת דירוג אשראי ובנוסף עסק שמחזיר תוך חודשיים את ההלוואה לא מחיוב בעמלות. גייסו עד כה מעל 500 מיליון דולר משורה של משקיעים מאוד מוכרים וקרנות גדולות ומוכרות, קרן ההשקעות הפרטית. נחשבים יוניקורן. ערך חברה מוערך ביותר ממילארד דולר. 270 גלובלית, מתוכם 120 בארץ, יושבים בת""א. ה-Stack הטכנולוגי כולל פיתוח ב-VueJS בסביבת AWS. רוצה להיות חלק? הגש/י קורות חיים.",3 שנות ניסיון בפיתוח Frontend ב- React/Angular2+/VueJS
לסטארט-אפ המפתח מוצר שעוזר לאנושות דרוש/ה Frontend / Full Stack Developer,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/לסטארט-אפ-המפתח-מוצר-שעוזר-לאנושות-דרושה-frontend-full-stack-developer/,gotfriends,129003,"סטארטאפ מהמם שמפתח מוצר שעוזר לאנושות!! אפליקציה ומערכת להתנדבות ארגונית בתוך חברות הייטק. דרך המערכת (שכבר שולבה ב-63 חברות) אפשר להיחשף לפעילויות של הארגון, רעיונות שמגיעים מהחברה ובקרוב גם העובדים יוכלו לשתף רעיונות ופעילויות שונות. המטרה היא להעלות את שיעור המתנדבים בעולם! יושבים בת""א, קו רכבת. מונים 20 עובדים, משלבים יומיים עבודה מהבית. מחפשים Frontend / Full Stack Developer כחלק מצוות קטן בכפיפות ל-CTO. עובדים עם Angular11, אפשר לשלב Backend, כתוב עם Java Spring. עובדים עם קלאוד AWS , Microservices , הפיתוח נעשה על גבי MAC בסביבת LINUX. רוצים/ות להיות חלק? שילחו קורות חיים",3 שנות ניסיון בפיתוח Fronend או Fullstack ב- +Angular2
Frontend Lead לחברת סטרטאפ שמפתחת מנוע המלצות לאתרי תוכן,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/frontend-lead-לחברת-סטרטאפ-שמפתחת-מנוע-המלצות-לאתרי-תוכן/,gotfriends,129201,"אנחנו חברת סטרטאפ שמפתחת מנוע המלצות לאתרי תוכן. החברה רווחית מהיום הראשון ולא תלויה במשקיעים. הוקמה ב2012, מונה 40 עובדים בעולם, מתוכם 20 בארץ ו9 בפיתוח. מהות התפקיד מפתח/ת Frontend בכיר/ה שתו/יוביל את כל התחום בחברה כולל שדרוג המערכות לFW מתקדם ובחירת טכנולוגיות חדשות. ה-Stack הטכנולוגי כולל פיתוח ב-AngularJS (עוברים ל-Angular2 / React) ו-Java. חלק מצוות של 8 מפתחים. הצטרפו אלינו, הגישו קורות חיים",- 4 שנות ניסיון בפיתוח Frontend - 4 שנות ניסיון ב- AngularJS \Angular2 \React\ VueJS - שנה ניסיון בפיתוח Backend
Frontend Tech Lead לStart-Up אחרי גיוס Seed!,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/frontend-tech-lead-לstart-up-אחרי-גיוס-seed/,gotfriends,129203,"חברת סטרטאפ אחרי גיוס SEED. מפתחים פלטפורמה שמטרתה העברה של תכנים מקצועיים לעובדי קצה שמהווים 80% מכוח העבודה בעולם, לדוגמא מוכרים בחנויות בגדים, אחיות, עובדים באתרי בניה, אנשי מכירות וכדומה. מהות התפקיד מוביל/ה טכנולוגי/ת לצוות ה-Frontend בחברה. הובלה של שני עובדים וכ-80% Hands On, עבודה עם React. מעניין ? שילחו קורות חיים ונשמח להכיר !",- 4 שנות ניסיון בפיתוח Frontend - שנתיים ניסיון עם React
Frontend Team Leader לחברת Start-Up בצמיחה משמעותית- אחרי ROUND A,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/frontend-team-leader-לחברת-start-up-בצמיחה-משמעותית-אחרי-round-a/,gotfriends,129220,"אנחנו עוסקים בתחום ה-Security. הגנה על תקשורת API בין עננים. מהות התפקיד ראש/ת צוות למחלקת ה-Frontend של המוצר (לא חובה ניסיון ניהולי). מדובר בניהול 1-2 עובדים ושילוב Hands On באחוזים גבוהים. הרבה כתיבה מאפס, אפיון של המוצר ועבודה מול לקוחות במידת הצורך. עובדים עם Angular.js. מעניין? הגש/י קורות חיים",- 5 שנות ניסיון בפיתוח Frontend - 3 שנות ניסיון ב-AngularJS או גרסאות אחרות
FrontEnd Architect לחברת הייטק בינלאומית מובילה,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/frontend-architect-לחברת-הייטק-בינלאומית-מובילה/,gotfriends,127123,"אנחנו מחפשים FrontEnd Architect ראשון/ה ויחיד/ה שת/ייתן מענה לחטיבה של 280 מפתחים, מתוכם כ-50 אנשי Frontend השייכים ל-8 צוותים שונים בארגון. מדווח ל-Senior Director Of R&D. התפקיד יכלול ארכיטקטורה, דיזיין, Planning, מנטורינג, Code Reviwe. בנוסף, זה תפקיד רוחבי שיכלול הובלה של פרויקטים חוציי ארגון, תכנון השלב הבא של המוצר, לאן החברה רוצה להתקדם עוד כמה שנים, Innovation מדובר בתפקיד עם המון כוח השפעה למי שת/יצטרף. הפיתוח בפועל ב- Angular9. מי אנחנו? חברת הייטק בינלאומית מובילה, מפתחים מוצר המאפשר לעשות אופטימיזציה למערכות מידע שונות בארגון, כרגע הם בשיאו של תהליך למעבר מ- On Prem ל-SaaS. עובדים עם טכנולוגיות SpringBoot, Microservices, Docker Kubernetes, Linux, AWS, Kafka. נשמע טוב? הגש/י קורות חיים",- שנה ניסיון בארכיטקטורת Frontend - 7 שנות ניסיון בפיתוח Web
חברת סטארטאפ מרשימה אשר מפתחת פלטפורמת Meta Machine Learning מגייסת Senior Frontend Developer,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/חברת-סטארטאפ-מרשימה-אשר-מפתחת-פלטפורמת-meta-machine-learning-מגייסת-senior-frontend-developer/,gotfriends,129394,"בחברת סטארטאפ מרשימה אשר מפתחת פלטפורמת Meta Machine Learning שמיועדת לאנשי מקצוע בעולמות האלגוריתמיקה וה-Data Science . החברה מונה כ-30 עובדים, גייסנו 20 מיליון דולר. יושבים בת""א צמוד לרכבת ועובדים יומיים מהמשרד. הפלטפורמה שלנו מיועדת לשיתוף מידע, אנליטיקות וניתוח דאטה בכל מה שקשור לעולמות ה-Machine Learning וה-AI. סוג של GitHub לעולמות ה-Data Science. עובדים עם NoSQL, Microservices. מהות התפקיד פיתוח ב- React כחלק מצוות של 3 מפתחי Frontend, דיווח לHead of Engineering. נשמח לתת פרטים נוספים, הגש/י קורות חיים ונדבר",- 5 שנות ניסיון בפיתוח Frontend - שנה ניסיון ב- React
Senior Frontend Developer לחברת Start-Up פורצת דרך בתחום ה-Machine Learning,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/senior-frontend-developer-לחברת-start-up-פורצת-דרך-בתחום-ה-machine-learning/,gotfriends,129519,"מפתח/ת Frontend? מחפש/ת את האתגר הבא? בואו אלינו! אנחנו חברת סטארטאפ פורצת דרך העוסקת בתחום ה- Machine Learning ו-Analytics לעולם ה-Medical. החברה גייסה למעלה מ15M דולר, מבוססת ובמגמת צמיחה. החברה מפתחת מערכת לומדת לזיהוי מוקדם של התדרדרות של חולים בטיפול נמרץ. המערכת אוספת מידע מחמישה ערוצי מידע, ומקבלת כ-700 יחידות מידע בדקה. ממוקמים בשרון ליד קו רכבת, החברה מונה כ- 30 עובדים. עובדים במודל היברידי. יומיים מהבית. מהות התפקיד: הקמה מאפס, מפתח Frontend ראשון. כפיפות לסמנכ""ל פיתוח. עבודה עם Angular8. נשמע מעניין? הגש/י קורות חיים",3 שנות ניסיון בפיתוח Frontend
Start-Up בשווי 2.2 מיליארד דולר מגייס Senior Frontend React,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/start-up-בשווי-22-מיליארד-דולר-מגייס-senior-frontend-react/,gotfriends,125993,"מדובר באחד הסטארטאפים המבטיחים! שווי חברה 2.2 מיליארד דולר כיום!! אנחנו מפתחים מערכת מורכבת שמשפיעה מאוד על ה-UI של החברה. יושבים ברמת גן צמוד לרכבת, מודל היברידי גם אחרי הקורונה. החברה מונה כ-130 עובדים בארץ, כ-90 מהם ב-R&D. מפתחים טכנולוגיה ייחודית שיודעת לנתח שיחות בין בני אדם בעזרת אלגוריתמים של בינה מלאכותית NLP, Machine Learning. מוצר B2B. עובדים עם MongoDB, Elasticsearch, AWS ועוד טכנולוגיות בחזית. הרבה מקום ליוזמה והכנסת טכנולוגיות חדשות. המפתחים עובדים ישירות מול הלקוח, מטיסים את העובדים לחו""ל לכנסים ופגישות עם הלקוח. תנאים מעולים מעל השוק! נשמח לתת פרטים נוספים, הגישו קורות חיים.",3 שנות ניסיון בפיתוח Frontend ב- +VueJS / Vanilla /React/ Angular2
לחברת הייטק אשר הונפקה בבורסה דרוש/ה Senior Frontend Developer,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/לחברת-הייטק-אשר-הונפקה-בבורסה-דרושה-senior-frontend-developer/,gotfriends,129604,"אנחנו חברה המפתחת מנוע חיפוש פנימי לאתרים ואפליקציות סלולריות ומחזיקה מגוון פטנטים בתחום העיבוד שפה. באמצעות שילוב בין יכולות עיבוד שפה (NLP) ולמידת מכונה Machine Learning ופילוח משתמשים במודל SaaS. מעניקה שירות למגוון לקוחות ביותר מ-80 מדינות. המערכת מורכבת ובעלת Scale מטורף, מעל מיליארד Events ביום. יושבים בהרצליה פיתוח, קרובים לרכבת, עובדים רק מהמשרדים. מונים כ-60 איש. הונפקה בבורסה של טורונטו לפי שווי של 100 מיליון דולר קנדי. נותנים אופציות לעובדים. מדובר על כניסה לצוות קיים, פיתוח מערכות UI מורכבות, כולל ארכיטקטורה. עבודה עם Angular8. נשמח לתת פרטים נוספים, הגישו קורות חיים.",5 שנות ניסיון בפיתוח Frontend עם +Angular6
Frontend Engineer לחברה בתחום ה-Security לאחר גיוס של 8M דולר!,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/frontend-engineer-לחברה-בתחום-ה-security-לאחר-גיוס-של-8m-דולר/,gotfriends,129714,אנחנו חברה שמפתחת טכנולוגיה שמבקרת ומגנה על המרחב האווירי של ארגונים וחברות מפני מתקפות זדוניות. גייסנו 8 מיליון דולר. מונים 20 עובדים ובצמיחה. יושבים כרגע באיזור השרון אבל עוברים עוד חודשיים שלושה (עד אז אפשר לעבוד מהבית) לאיזור המרכז. הפיתוח נעשה ב-Angular8. נשמע טוב? הגישו קורות חיים ונדבר,3 שנות ניסיון בפיתוח Frontend ב- +Angular2
לחברה בתחום ה-E-Commerce דרוש/ה Frontend Developer,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/לחברה-בתחום-ה-e-commerce-דרושה-frontend-developer/,gotfriends,129758,"אנחנו מפתחים פלטפורמה להזמנה ושילוח מהיר Online מסופרים וחנויות ממקומיות. קמנו בשנת 2017. 60 עובדים, ממוקמים בשפלה על קו רכבת. מחפשים Frontend Developer כחלק מצוות לפיתוח ב-React. נשמח לתת פרטים נוספים, הגישו קורות חיים.",- 3 שנות ניסיון בפיתוח Frontend - שנה ניסיון עם React
Frontend Developer לחברת Cyber התקפי,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/frontend-developer-לחברת-cyber-התקפי/,gotfriends,129823,אנחנו נמצאים לקראת גיוס של עשרות מיליוני דולרים ועוסקים בתחום הCyber Intelligence לIOT עם לקוחות משלמים. מונים כיום 40 עובדים אשר מורכבים מאנשים ונשים בעלי פרופילים מצטיינים. העבודה נעשית בסביבה טכנולוגית מתקדמת ובשיתוף פעולה פורה. מחפשים Frontend Developer לפיתוח ב-React. שלח/י קורות חיים ונשמח לחזור למתאימים/ות,- 3 שנות ניסיון בפיתוח Frontend / Fullstack - React\Angular2\VueJS
Senior Frontend Developer לחברת Cloud Security אמריקאית ומרשימה!,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/senior-frontend-developer-לחברת-cloud-security-אמריקאית-ומרשימה/,gotfriends,129870,"אנחנו מפתחים מוצר SaaS לאבטחת מידע בסביבת Cloud, החברה מאופיינת במהנדסים מנוסים וורסטילים, אחוז עזיבה נמוך במיוחד, אווירה מעולה, שקיפות, אנשים נעימים שפתוחים לעזור. מדובר על Senior Frontend Developer בכפיפות למנהל הפיתוח, הובלת ה- UI של המוצר, פונקציה יחידה,פיתוח ב-React ו-AngularJS עם 10% לצד ה-Server ב-Java (לא נדרש ניסיון קודם), הובלת תהליכי End to End. אנחנו משלבים עבודה מהבית עם אינסוף השקעה בעובדים ותרבות ארגונית אמריקאית הדוגלת בWork Life Balance ואתגרים בפיתוח. נשמע טוב? שלח/י קורות חיים",4 שנות ניסיון בפיתוח Frontend ב- React / AngularJS
לחברת Cyber שהקומה על ידי בכיר במודיעין הישראלי דרוש/ה Frontend React,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/לחברת-cyber-שהקומה-על-ידי-בכיר-במודיעין-הישראלי-דרושה-frontend-react/,gotfriends,129932,"חברת Cyber שהוקמה ב-2016 על ידי בכירי המודיעין הישראלי. פיתחה טכנולוגיה שמדמה עבור ארגונים וחברות התקפות סייבר ומסייעת להם לשפר את רמת האבטחה. המערכת של החברה מציגה עבור הארגון את זווית הראיה של התוקפים ואת היכולת שלהם לזהות פרצות ולנצל חורים ברשת. בנוסף, היא מספקת דו״ח מפורט של הפעולות הנדרשות על מנת לחסום התקפות כאלה ולהגן על נכסי הארגון. יושבים בשרון, מודל היברידי. מונים 50 עובדים. עד עכשיו גייסו למעלה מ-32 מיליון דולר. הגישו קורות חיים ונדבר.",- 3 שנות ניסיון בפיתוח Frontend - שנה ניסיון עם React
Start-Up אשר פיתחה מערכת מבוססת אלגוריתמים למניעת הונאות בעסקאות בתחום הקריפטו מגייסת Senior Fullstack Developer,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/start-up-אשר-פיתחה-מערכת-מבוססת-אלגוריתמים-למניעת-הונאות-בעסקאות-בתחום-הקריפטו-מגייסת-senior-fullstack-developer/,gotfriends,130014,"מדובר בחברת סטארט-אפ גלובאלית אפ אשר הוקמה לפני 7 שנים על ידי 3 יזמים ישראלים. החברה פיתחה מערכת מבוססת אלגוריתמים למניעת הונאות בעסקאות בתחום הקריפטו. זוהי בעצם פלטפורמה של תשלומים לעולמות הקריפטו, המוצר מאפשר רכישה בטוחה ונוחה של קריפטו באמצעות כרטיס אשראי. המוצר מאפשר למי שמוכר את הקריפטו שלו לפתוח חשבון בנק דרך החברה ולהיות מזוכה בחשבון בכסף רגיל, Fiat Money -גשר בין כסף ישן לחדש. החברה נרכשה על ידי חברה קנדית גלובלית מונפקת. מונים כ- 120 עובדים, יושבים במרכז הארץ, קו רכבת. ה-Stack הטכנולוגי כולל פיתוח ב NodeJS ו-VueJS נטייה ל Server, בסביבת AWS. מעניין? הגישו קורות חיים",- 4 שנות ניסיון בפיתוח Fullstack - 3 שנות ניסיון ב- NodeJS -שנתיים ניסיון ב- +React / VueJS / Angular2 - Cloud
Frontend Developer לחברת אבטחת מידע וסייבר גלובלית מצליחה מאוד!,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/frontend-developer-לחברת-אבטחת-מידע-וסייבר-גלובלית-מצליחה-מאוד/,gotfriends,130002,"חברה ישראלית העוסקת בפיתוח תוכנה לאבטחת מידע, אבטחת רשתות ומחשבים, מכשירים ניידים וענן וידועה בעיקר בפיתוח תוכנות Firewalls, VPN, ואבטחה מתקדמת בפני איומי סייבר. חלוצת שוק אבטחת המידע והסייבר. זו אחת מחברות הטכנולוגיה הישראליות הוותיקות ביותר ובעלות שווי השוק הגבוה ביותר, המציאה את טכנולוגיית ה-Firewall וה-VPN, העומדת בליבת מערכות הסייבר להגנת רשתות ארגוניות. החברה פועלת מול מאות אלפי לקוחות ומפיצים ברחבי העולם, ומעסיקה יותר מ-5,000 עובדים, רובם בישראל. ברבעונים האחרונים הציגה החברה תוצאות מעל הצפי, עם האצה בקצב הצמיחה במוצרים, בהמשך לשיפור רווחיותה. בארץ ישנם כ- 2500 עובדים. עובדים במודל היברידי. מחפשים Frontend Software Developer, עובדים עם React ומעט עם NodeJS בסביבת Linux עם AWS. מעניין? רוצים פרטים נוספים? הגישו קורות חיים",- 5 שנות ניסיון בפיתוח Frontend - שנתיים ניסיון עם Angular2 / React / VueJS
Senior Frontend Developer לחברת Start-Up בתחום ה-Security,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/senior-frontend-developer-לחברת-start-up-בתחום-ה-security/,gotfriends,129161,"אנחנו חברת סטרטאפ בתחום ה-Security לאחר גיוס Seed בסך 5.5 מיליון דולר מטובי הקרנות והמשקיעים. מפתחים טכנולוגית Policy-Based Access Control לניהול הרשאות משתמשים בצורה מאובטחת ונכונה במערכת Microservices מורכבת. החברה מונה כ- 16 עובדים, ממוקמים במרכז הארץ , עובדים מהמשרדים. מהות התפקיד: פיתוח בכיר/ה כחלק מצוות. פיתוח ב-React, לעיתים בPython (לא נדרש ניסיון). נשמח לתת פרטים נוספים, הגישו קורות חיים",- 5 שנות ניסיון בפיתוח Frontend או Fullstack - ניסיון עם React
לחברת סייבר הגנתי דרוש/ה Frontend Developer,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/לחברת-סייבר-הגנתי-דרושה-frontend-developer/,gotfriends,126528,"אנחנו חברת Start-Up בתחום הסייבר ההגנתי, מפתחים פלטפורמה המיועדת לאנשי R&D אשר מגנה על הקוד ב-Data Pipeline הארגוני בכל שלבי הפיתוח. לחברה לקוחות פעילים ומשלמים. ממוקמים במרכז הארץ , עובדים מהמשרד, מונים כ- 20 עובדים. אנחנו מחפשים Frontend Developer לפיתוח ב- Typescript, React ו-NodeJS בסביבת AWS ו- GraphQL. נשמח להיות בקשר ולתת פרטים נוספים, הגישו קורות חיים",- 4 שנות ניסיון בפיתוח Frontend / Fullstack ב-React / Typescript - ניסיון מחברות מוצר טובות בתחום של SaaS/ Security/Cloud
חברת Startup ממומנת ב50 מיליון דולר בשני סבבי גיוס מגייסת Frontend Developer,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/חברת-startup-ממומנת-ב50-מיליון-דולר-בשני-סבבי-גיוס-מגייסת-frontend-developer/,gotfriends,125212,אנחנו חברה שמשלבת את תחום ה-Security וה-Medical! הוקמנו על ידי יזמים מנוסים בוגרי יחידות מיוחדות ומגייסים כיום מפתח/ת Frontend לכתיבת קוד ב-React. אנחנו מפתחים פלטפורמה להגנה על מכשור רפואי ממתקפות סייבר. פעילים גלובלית עם לקוחות משלמים. נשמע מעניין? שלח/י אלינו קורות חיים!,- 4 שנות נסיון בפיתוח Fullstack/Frontend - React/Angular+2
לחברת Gaming בתחום ה- Social Gaming דרוש/ה Frontend Web Developer,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/לחברת-gaming-בתחום-ה-social-gaming-דרושה-frontend-web-developer/,gotfriends,130180,"מדובר בחברת Gaming בעולמות של ה- Social Gaming, אנחנו אחת מחברות הסטארט-אפ המובילות בפיתוח משחקים חברתיים. מפתחים משחק מהנה עבור מיליוני משתמשים ברחבי העולם. יש לנו מוצר שדומה למוצרים של חברות גימינג גדולות ומוכרות אך עם ייחודיות משלנו ופיצ'רים ספציפיים לחברה. הרייטינג והביקורות על המוצר הם מאוד גבוהים. הוקמנו לפני 5 שנים, בשנתיים האחרונות החברה צברה תאוצה. יושבים במרכז הארץ, אנחנו כ-מונים 40 עובדים. נשמח להיפגש!",שנתיים ניסיון בפיתוח Frontend ב-+Angular2
Senior Frontend Engineer לסטארט-אפ המפתח מערכת SaaS Security,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/senior-frontend-engineer-לסטארט-אפ-המפתח-מערכת-saas-security/,gotfriends,130309,"אנחנו חברת סטארטאפ מרשימה ומצליחה בעולמות ה-Security. החברה מפתחת מערכת SaaS Security אשר מטרתה לשפר את החוויה של צוותי ה-Security בארגונים, ולתת להם יכולות עבודה מתקדמות, וכלים שיעשו אוטומציה לעבודה מיושנת שיש בארגונים בכל הקשור לעולם ה-Security. המערכת כתובה בטכנולוגיות המתקדמות ביותר, ומאפשרת למשתמשים בה ליהנות מחוויה מהירה וטובה. החברה הוקמה לפני כשנה, גייסה כבר 13 מיליון דולר!! יש כמה עשרות של לקוחות שמשתמשים במוצר ומרוצים ממנו מאוד, חלק מהלקוחות כבר משלמים! מחפשים Senior Frontend Engineer פיתוח ב- React. AWS דיווח ל-CTO. הצטרפות ל3 מפתחים. מונים 22 עובדים, ויש עוד שני פאונדרים שיושבים בניו יורק. המשרדים בארץ ממוקמים בתל אביב- קו רכבת. מודל העבודה הוא היברידי. הגישו קורות חיים!",- 5 שנות ניסיון בפיתוח Frontend ב- Angular2+/ VueJS / Typescript/ React
Senior FullStack Developer למרכז פיתוח של חברה גלובאלית בתחום הרכבים האוטונומיים,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/senior-fullstack-developer-למרכז-פיתוח-של-חברה-גלובאלית-בתחום-הרכבים-האוטונומיים/,gotfriends,130519,"חברה גלובאלית גדולה בעל סניף פיתוח באיזור השרון, אשר עוסקת בתחום של רכבים אוטונומיים מגייסת Senior FullStack Developer. מרכז הפיתוח של החברה מונה כיום כ- 500 איש והוא נחשב כאחד האסטרטגיים בתחום של מחקר ופיתוח המוח מאחורי הרכבים האוטונומיים. החברה עוסקת בעיקר בפיתוח חיישנים, הבנת תמונת עולם ותכנון פוליסת נהיגה באמצעות למידת מכונה (Machine Learning), תקשורת בין רכבים, ממשק אדם-מכונה, רובוטיקה, הגנת סייבר, ניהול טעינה וחוויית משתמש ברכב חשמלי, טכנולוגיות ענן, ניהול ציי רכב ומערכות בידור ומידע לנהג. עובדים במודל היברידי- יומיים מהבית. עובדים עם הטכנולוגיות הכי מתקדמות בשוק היום של Machine Learning, Big Data.",- 7 שנות בפיתוח Frontend - 3 שנות ניסיון ב-NodeJS
חברת סטארט-אפ המפתחת מוצר DevOps מגייסת Frontend Developer,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/חברת-סטארט-אפ-המפתחת-מוצר-devops-מגייסת-frontend-developer/,gotfriends,130516,"סטרטאפ בתחילת דרכו, יש משקיע עם גב כלכלי גייסו עד כה כ-2 מיליון דולר. החברה מפתחת מוצר DevOps שעוזר לסדר מסדי נתונים, ועושה תהליכים אוטומטיים והמלצות חיות Real Time, שיכולות לחזות גם בעיות מראש בעזרת טכנולוגיות AI . מוצר שיהיה כמו טייס אוטומטי שפותר בעיות של מחלקת הIT באופן אוטומטי. החברה מונה כ- 20 אנשים, יושבים מרכז הארץ , רבע שעה מהרכבת, עובדים היברידי . נותנים אופציות ובונוסים! מחפשים Frontend Developer לפיתוח ב-Angular12 כחלק מצוות של שני מפתחים ודיווח לראש צוות, ניתן לשלב פיתוח לצד ה-Server ב-Java. נשמח להיפגש!",- שנתיים ניסיון בפיתוח Frontend - שנה ניסיון עם +Angular2
