title,company,location,date,url,source,job_id,description,requirements
Automation Engineer בחברת סטארט-אפ העוסקת בסייבר התקפי,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/יחד-ננצח-משרות-הייטק/144332/,gotfriends,144332,"החברה מציעה ללקוחותיהם מערכת סייבר רחבה בה הם יכולים לראות בדיוק כמה מטרות נחדרו על ידי הפריצות שלהם ואיזה מידע הושג (בעיקר מחשבים, ניידים וחשבונות ענן), ובעיקר על מערכות Windows. מונה כיום 150 איש, כולם יושבים בארץ, ממוקמים בתל אביב. מהות התפקיד: פיתוח תשתיות אוטומציה ב-Python כחלק מצוות, מעל Linux, Docker, Git, Jenkins ו-Pytest.",- 4 שנות ניסיון בפיתוח תשתיות ב-Python - ניסיון בפיתוח מעל Linux
Full Stack בחברת סטארט-אפ העוסקת בסייבר התקפי,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/יחד-ננצח-משרות-הייטק/143867/,gotfriends,143867,"חברת סטארט אפ העוסקת בסייבר התקפי. החברה הוקמה לפני כעשור, מונה כיום 150 איש, כולם יושבים בארץ. החברה הוקמו ע""י בכירים בתעשיית הסייבר! עדיין מתחת לרדאר. הם מציעים ללקוחותיהם מערכת סייבר רחבה בה הם יכולים לראות בדיוק כמה מטרות נחדרו על ידי הפריצות שלהם ואיזה מידע הושג (בעיקר מחשבים, ניידים וחשבונות ענן), ובעיקר על מערכות Windows. החברה מאוד מבוססת ומתאפיינת בעובדים עם פרופילי הצטיינות, רובם יוצאי יחידות. התפקיד כולל פיתוח ב C# Core, אנגולר12. החלוקה בערך 50-50 בין Client ל Server, מדובר בצוות בBackend שנותן שירות לכל הפלטפורמות שיש בחברה! זה תפקיד חדש בצוות של 6 מפתחים , פוזיציה ראשונה שתכתוב בסטאק הנ""ל בתוך הצוות. יושבים בתל אביב ליד קו רכבת ומשלבים מודל עבודה היברידי.",- 4 שנות ניסיון #C - שנתיים של ניסיון Angular / React / Vue
Full Stack Team Leader בחברת הייטק בתחום אנרגיה ירוקה ומתחדשת בצפון,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/יחד-ננצח-משרות-הייטק/144603/,gotfriends,144603,"החברה עוסקת בפיתוח מערכות ביטחוניות בסיווג גבוה. מוצר הדגל של החברה הוא מערכת השליטה והבקרה של ""כיפת ברזל"". פיתחו מערכות תשתית לנושאי שליטה ובקרה ועל בסיסן פיתחה החברה מרכזי שליטה ובקרה ייעודיים, בין השאר לחברות ציבוריות. לחברה מספר סייטים ברחבי הארץ, משלבים עבודה היברידית. מהות התפקיד: ניהול של 5-6 עובדים, כ-70% Hands On. פיתוח Backend בעיקר עם .Net, C#, WPF, MongoDB ,NoSQL, Kubernetes, Docker, Microservices סביבת Desktop.",- 5 שנות ניסיון בפיתוח ב-#C - שנתיים ניסיון בניהול צוותים - ניסיון עם WPF
Java Developer בחזית הטכנולוגיה הביטחונית בצפון,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/יחד-ננצח-משרות-הייטק/144593/,gotfriends,144593,"החברה עוסקת בפיתוח מערכות ביטחוניות בסיווג גבוה. מוצר הדגל של החברה הוא מערכת השליטה והבקרה של ""כיפת ברזל"". פיתחו מערכות תשתית לנושאי שליטה ובקרה ועל בסיסן פיתחה החברה מרכזי שליטה ובקרה ייעודיים, בין השאר לחברות ציבוריות. לחברה מספר סייטים ברחבי הארץ, משלבים עבודה היברידית. המאפשרת תנאים מעולים ומתחשבת באיזון בית עבודה. מהות התפקיד: פיתוח תוכנה כחלק מחטיבת פיתוח, כפיפות לראש צוות פיתוח. עבודה עם Java, Spring, MongoDB, NoSQL, Kubernetes, Docker, Microservices סביבת Linux.",- 3 שנות ניסיון בפיתוח ב-Java - ניסיון בפיתוח ב-Spring/JavaFX
QA Engineer בחברת סטארט-אפ בתחום הסייבר ההתקפי,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/יחד-ננצח-משרות-הייטק/144489/,gotfriends,144489,"מדובר בחברה המציעה ללקוחותיה מערכת סייבר רחבה בה יכולים הלקוחות לראות בדיוק כמה מטרות נחדרו על ידי הפריצות שלהם ואיזה מידע הושג- מחשבים, ניידים וחשבונות ענן ובעיקר על מערכות Windows. החברה ממוקמת בתל אביב, משלבת מודל עבודה היברידי ומונה 150 עובדים. מהות התפקיד:100% בדיקות לצד Backend של מערכת Desktop מורכבת מעל Linux. סטאק טכנולוגי: Linux, RESTful API, Jenkins, Bamboo, ADB, Agile.",- שנתיים ניסיון בבדיקות Server - ניסיון בפיתוח מעל Linux - ניסיון בפיתוח API/Web
Full Stack Developer בחברת סטארט-אפ בתחום הסייבר ההתקפי,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/יחד-ננצח-משרות-הייטק/143858/,gotfriends,143858,"מדובר בחברה המציעה ללקוחותיה מערכת סייבר רחבה בה יכולים הלקוחות לראות בדיוק כמה מטרות נחדרו על ידי הפריצות שלהם ואיזה מידע הושג- מחשבים, ניידים וחשבונות ענן ובעיקר על מערכות Windows. החברה ממוקמת בתל אביב, משלבת מודל עבודה היברידי ומונה 150 עובדים. מהות התפקיד: הצטרפות לצוות של 6 מפתחים. פיתוח ב-C#, Core, Angular12. החלוקה בערך 50-50 בין Client ל-Server.",- 4 שנות ניסיון בפיתוח #C - שנתיים ניסיון בפיתוח ב-Angular/React/Vue
Low Level Developer בחברת סטארט-אפ העוסקת בסייבר התקפי,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/יחד-ננצח-משרות-הייטק/143434/,gotfriends,143434,"הם מציעים ללקוחותיהם מערכת סייבר רחבה בה יכולים הלקוחות לראות בדיוק כמה מטרות נחדרו על ידי הפריצות שלהם ואיזה מידע הושג (בעיקר מחשבים, ניידים וחשבונות ענן). החברה מאוד מבוססת ומתאפיינת בעובדים עם פרופיל הצטיינות, רובם יוצאי יחידות. מונה כיום 150 איש, כולם יושבים בארץ, ממוקמים בתל אביב. מהות התפקיד: תפקוד כחלק מצוות, יש להם כמה תקנים, חלק באזורי Windows וחלק Linux.",- 3 שנות ניסיון בפיתוח ++C מעל Windows/Linux
Backend משרת רילוקיישן בחברת סטארט-אפ,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/tech-relocation-positions/142949/,gotfriends,142949,"חברת סטארט-אפ מבטיחה מציעה הזדמנות ייחודית של רילוקיישן למערב אירופה. ישנם לקוחות אשר מצפים למוצר. החברה מונה כיום עשרות עובדים ולאור הביקוש וההשקעה הגבוהה ישנו צפי לגיוס עשרות עובדים כבר בשנה הקרובה, כך שזוהי הזדמנות חד פעמית להצטרף ל Core-Team של סטארט-אפ מבטיח ולבצע רילוקיישן למערב אירופה. תנאים מעולים למתאימים הכוללים חבילת רילוקיישן לכל המשפחה! פיתוח מאפס ותכנון ארכיטקטורת microservices , מפתחים ב Python ו GO, kubernetes, message brokers , GraphQL.",תואר ראשון טכנולוגי 6 שנות ניסיון פיתוח Backend/FullStack ניסיון פיתוח ב- Python/GO ניסיון עבודה עם microservices
Senior Low-level Developer (C++) משרת רילוקיישן בחברת סטארט-אפ שמציעה תנאים מעולים!,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/tech-relocation-positions/142707/,gotfriends,142707,"חברת סטארט-אפ מבטיחה מציעה הזדמנות ייחודית של רילוקיישן למערב אירופה. ישנם לקוחות אשר מצפים למוצר. החברה מונה כיום עשרות עובדים ולאור הביקוש וההשקעה הגבוהה ישנו צפי לגיוס עשרות עובדים כבר בשנה הקרובה, כך שזוהי הזדמנות חד פעמית להצטרף ל Core-Team של סטארט-אפ מבטיח ולבצע רילוקיישן למערב אירופה. תנאים מעולים למתאימים הכוללים חבילת רילוקיישן לכל המשפחה. התפקיד כולל פיתוח ++C תוך התמחום ב OS internals (יש תקנים ל win/Linux/mobile).",3 שנות ניסיון פיתוח ב- C\C++ (HL\LL) התמחות עם מערוכת הפעלה Linux\Windows תואר ראשון טכנולוגי / יוצאי/ות יחידה טכנולוגית
Cloud DevOps Engineer משרת רילוקיישן למיאמי או הונג קונג,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/tech-relocation-positions/143994/,gotfriends,143994,"חברה מרשימה אשר גייסה מקרן גידור- הקרן השנייה בגודלה בעולם! מנהלים תקציב של 44 מיליארד דולר! מפתחים מערכת המאפשרת לסוחרים של החברה לבצע תמחור+ חישוב סיכונים + מעקב אחר מצב השוק בלייב. הקימו בארץ מרכז פיתוח וחדשנות העוסק בפיתוח כלים חדשניים מאפס בתחום הפיננסי לאופטימיזציה של תהליך המסחר. עובדים עם הטכנולוגיות הכי מתקדמות כיום !! לפני כשנתיים החלו לעבוד על המוצר, מערכות חדשות וייחודיות. מונים 4,000 עובדים גלובלית, 30 עובדים בארץ. משלבים יום עבודה אחד מהבית. מהות התפקיד: עבודה כחלק מצוות, כפיפות לראש קבוצת DevOps, עבודה עם : GCP, Python, Linux, Kubernetes, CI/CD pipelines, application tests, security tests, gates, Chef, Ansible, Salt, Terraform.",- 3 שנות ניסיון כ-DevOps - ניסיון בפיתוח מעל Linux - ניסיון בפיתוח עם Cloud - ניסיון בפיתוח CD/CI
Cloud Engineer משרת רילוקיישן למיאמי או הונג קונג,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/tech-relocation-positions/143958/,gotfriends,143958,"חברה הייטק גלובלית. מפתחים מערכת המאפשרת לסוחרים של החברה לבצע תמחור+ חישוב סיכונים + מעקב אחר מצב השוק בלייב. הקימו בארץ מרכז פיתוח וחדשנות העוסק בפיתוח כלים חדשניים מאפס בתחום הפיננסי לאופטימיזציה של תהליך המסחר. עובדים עם הטכנולוגיות הכי מתקדמות כיום !! לפני כשנתיים החלו לעבוד על המוצר, מערכות חדשות וייחודיות. מהות התפקיד: עבודה כחלק מצוות, כפיפות לראש קבוצת DevOps, עבודה עם : GCP, Python, Linux, Kubernetes, CI/CD pipelines, application tests, security tests, gates, Chef, Ansible, Salt, Terraform. החברה גייסה הון מקרן גידור- הקרן השנייה בגודלה בעולם! מנהלים תקציב של 44 מיליארד דולר! (בונוסים גבוהים במיוחד ותנאים מעולים!!). מונים 4,000 עובדים גלובלית, 30 עובדים בארץ. משלבים יום עבודה אחד מהבית.",3 שנות ניסיון פיתוח ב- Python ניסיון עבודה בסביבת Cloud - עדיף GCP תואר ראשון טכנולוגי
DevOps Engineer חברת סטארט-אפ- רילוקיישן למערב אירופה,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/tech-relocation-positions/144995/,gotfriends,144995,"בחברת סטארט-אפ מבטיחה מציעה הזדמנות ייחודית של רילוקיישן למערב אירופה. ישנם לקוחות אשר מצפים למוצר. עבודה כחלק מה core-team של החברה, פיתוח מאפס. עבודה עם Kubernetes, Terraform, Docker, Lambda, AWS, פיתוח תהליכי אוטומציה ו CI/CD בסביבת Linux, קידוד ב python ו GO. יש תקן נוסף של Cloud Infrastructure Engineer למומחים ב cloud architecture. החברה מונה כיום עשרות עובדים ולאור הביקוש וההשקעה הגבוהה ישנו צפי לגיוס עשרות עובדים כבר בשנה הקרובה, כך שזוהי הזדמנות חד פעמית להצטרף ל Core-Team של סטארט-אפ מבטיח ולבצע רילוקיישן למערב אירופה. תנאים מעולים למתאימים הכוללים חבילת רילוקיישן לכל המשפחה!",3 שנות ניסיון כ- DevOps ניסיון עבודה בסביבת Linux ניסיון עבודה עם Kubernetes ניסיון עבודה בסביבת AWS
Data Scientist (AI/ML) בחברת סטארט-אפ- רילוקיישן,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/tech-relocation-positions/145204/,gotfriends,145204,"חברת סטארט-אפ מבטיחה מציעה הזדמנות ייחודית של רילוקיישן למערב אירופה. ישנם לקוחות אשר מצפים למוצר. החברה מונה כיום עשרות עובדים ולאור הביקוש וההשקעה הגבוהה ישנו צפי לגיוס עשרות עובדים כבר בשנה הקרובה, כך שזוהי הזדמנות חד פעמית להצטרף ל Core-Team של סטארט-אפ מבטיח ולבצע רילוקיישן למערב אירופה. תנאים מעולים למתאימים הכוללים חבילת רילוקיישן לכל המשפחה! התפקיד כולל להיות פונקציה ראשונה בצוות ה Data Science, ובדיווח ל VP Data Science. שילוב של 100% Hands-on בפיתוח ומחקר, עבודה מקצה לקצה החל ממחקר, יצירת POC, Implementation ויישום ב Production. התפקיד כולל עבודה ממחקר עד Production ולקיחת חלק בגיוס חברי הצוות הנוספים ועיצוב התפקידים בהמשך.",5 שנות ניסיון כ- Data Scientist ניסיון פיתוח ב- Python תואר ראשון טכנולוגי
Frontend Engineer בחברת סטארטפ- רילוקשיין,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/tech-relocation-positions/144992/,gotfriends,144992,"בחברת סטארט-אפ מבטיחה מציעה הזדמנות ייחודית של רילוקיישן למערב אירופה. ישנם לקוחות אשר מצפים למוצר. החברה מונה כיום עשרות עובדים ולאור הביקוש וההשקעה הגבוהה ישנו צפי לגיוס עשרות עובדים כבר בשנה הקרובה, כך שזוהי הזדמנות חד פעמית להצטרף ל Core-Team של סטארט-אפ מבטיח ולבצע רילוקיישן למערב אירופה. במסגרת התפקיד הצטרפות כחלק מ Core-team, פיתוח ובנייה מאפשר של מערכת ב React ו TypeScript , דגש על UI\UX , עבודה עם GraphQL, D3.js . תנאים מעולים למתאימים הכוללים חבילת רילוקיישן לכל המשפחה.",3 שנות ניסיון כ- Frontend Engineer \FullStack Engineer שנתיים ניסיון פיתוח ב- React
Backend engineer בחברת סטארט-אפ שמציעה תנאים מעולים לרילוקיישן,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/tech-relocation-positions/144981/,gotfriends,144981,"חברת סטארט-אפ מבטיחה מציעה הזדמנות ייחודית של רילוקיישן למערב אירופה. ישנם לקוחות אשר מצפים למוצר. החברה מונה כיום עשרות עובדים ולאור הביקוש וההשקעה הגבוהה ישנו צפי לגיוס עשרות עובדים כבר בשנה הקרובה, כך שזוהי הזדמנות חד פעמית להצטרף ל Core-Team של סטארט-אפ מבטיח ולבצע רילוקיישן למערב אירופה. במסגרת התפקיד- פיתוח Backend של מערכת מבוזרת ב GO, elasticsearch, Apache Iceberg, Trino, PostgreSQL, AWS. תנאים מעולים למתאימים הכוללים חבילת רילוקיישן לכל המשפחה.",4 שנות ניסיון פיתוח ב- Python/GO תואר ראשון טכנולוגי/ יוצאי/ות יחידה צבאית טכנולוגית
Senior Automation Engineer בחברה שמציעה תנאים מעולים לרילוקיישן,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/tech-relocation-positions/144304/,gotfriends,144304,"חברת סטארט-אפ מבטיחה מציעה הזדמנות ייחודית של רילוקיישן למערב אירופה. ישנם לקוחות אשר מצפים למוצר. החברה מונה כיום עשרות עובדים ולאור הביקוש וההשקעה הגבוהה ישנו צפי לגיוס עשרות עובדים כבר בשנה הקרובה, כך שזוהי הזדמנות חד פעמית להצטרף ל Core-Team של סטארט-אפ מבטיח ולבצע רילוקיישן למערב אירופה. במסגרת התפקיד- פיתוח תשתיות אוטומציה מאפס, פיתוח טסטים והרצה. דיווח לר""צ אוטומציה. עובדים עם Python , Pytest ע""ג Linux , הקמה ותחזוקה של תהליכי CI/CD. תנאים מעולים למתאימים הכוללים חבילת רילוקיישן לכל המשפחה.",6 שנות ניסיון פיתוח אוטומציה ב-Python. ניסיון עבודה בסביבת Linux.
Full Stack Team Lead בחברת סטרטאפ שמציעה תנאים מעולים לרילוקיישן,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/tech-relocation-positions/144303/,gotfriends,144303,"חברת סטארט-אפ מבטיחה מציעה הזדמנות ייחודית של רילוקיישן למערב אירופה. ישנם לקוחות אשר מצפים למוצר. החברה מונה כיום עשרות עובדים ולאור הביקוש וההשקעה הגבוהה ישנו צפי לגיוס עשרות עובדים כבר בשנה הקרובה, כך שזוהי הזדמנות חד פעמית להצטרף ל Core-Team של סטארט-אפ מבטיח ולבצע רילוקיישן למערב אירופה. במסגרת התפקיד- ר""צ שיהיה 100% HO, ינהל את המשימות של המפתחים ויגייס עובדים נוספים. דיווח למנכ""ל. עובדים עם JavaScript, React , Python. תנאים מעולים למתאימים הכוללים חבילת רילוקיישן לכל המשפחה.",7 שנות ניסיון פיתוח Full Stack/Frontend שנתיים ניסיון ראש/ת צוות ניסיון פיתוח ב- React ניסיון פיתוח ב- JavaScript
Senior Vulnerability Researcher בחברת סטארט-אפ העוסקת בתחום הסייבר,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/tech-relocation-positions/142705/,gotfriends,142705,החברה נמצאת בגדילה משמעותית. יש לקוחות ושותפים עסקיים גדולים כך שזוהי הזדמנות להצטרף ל-Core-Team של סטארט-אפ מבטיח. פרטים נוספים יתנו על ידי אחד היזמים. החברה מונה עשרות עובדים ומציעה הזדמנות ייחודית של Relocation למערב אירופה. מהות התפקיד: מחקר והשמשת חולשות על גבי מערכות הפעלה.,- 3 שנות ניסיון בחקר חולשות - ניסיון כ-Reverse Engineering - ניסיון עם מערכות הפעלה OS Internals- iOS/Android/Windows/Linux/Embedded
Senior Low-Level Developer רילוקיישן- חברת סטארט-אפ העוסקת בתחום הסייבר,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/tech-relocation-positions/147881/,gotfriends,147881,החברה נמצאת בגדילה משמעותית. יש לקוחות ושותפים עסקיים גדולים כך שזוהי הזדמנות להצטרף ל-Core-Team של סטארט-אפ מבטיח. פרטים נוספים יתנו על ידי אחד היזמים. החברה מונה עשרות עובדים ומציעה הזדמנות ייחודית של Relocation למערב אירופה. מהות התפקיד: פיתוח ++C תוך התמחות ב-OS internals (יש תקנים ל-Win/Linux/Mobile).,- 5 שנות ניסיון בפיתוח ב-C++/C - ניסיון במערכות הפעלה Linux/Win/Mobile - תואר טכנולוגי או יוצא/ת יחידה טכנולוגית
Backend Engineer בחברת סטארטאפ בתחום הסייבר (רילוקיישן),אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/tech-relocation-positions/148619/,gotfriends,148619,"חברת סטארט-אפ בתחום הסייבר שהוקמה על ידי קבוצה של טופ טאלנט מהתעשייה. החברה עדיין בשלבי צמיחה אך למרות זאת החברה כבר רווחית ובעלת לקוחות משלמים. מחפשים להרחיב את צוות הפיתוח. בשלב זה, העבודה מתבצעת ישירות מול מנהל הפיתוח. התפקיד דורש ידע Backend מעמיק עם עדיפות לPython , עבודה עם קונטיינרים, ארכיטקטורה, תשתיות והיכרות עם עקרונות של מערכות מודרניות. משרת רילוקיישן ונדרשת אזרחות אירופאית. זו הזדמנות להיות חלק מצוות הליבה של סטרטאפ מתפתח ולהשפיע ישירות על המוצר.",- 6 שנות ניסיון בפיתוח Backend או Fullstack - ניסיון פיתוח ב- Python - ניסיון עבודה עם Microservices - ניסיון עבודה עם Docker - ניסיון עבודה בחברות סטארט-אפ - אזרחות אירופאית - ניסיון עבודה בסביבת Linux
QA Automation Team Lead בחברת סטארטאפ יציבה בתחום הסייבר מציעה הזדמנות ייחודית של רילוקיישן למערב אירופה.,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/tech-relocation-positions/150984/,gotfriends,150984,"חברת סטארט-אפ בתחום הסייבר מציעה הזדמנות ייחודית של רילוקיישן למערב אירופה. החברה מעסיקה עשרות עובדים ויש לקוחות ושותפים עסקיים גדולים כך שזוהי הזדמנות חד פעמית להצטרף ל Core-Team של סטארט-אפ מבטיח ולבצע רילוקיישן למערב אירופה. תנאים מעולים למתאימים הכוללים חבילת רילוקיישן מורחבת לעובדים ובני משפחותיהם. מהות התפקיד: ניהול 5 עובדים סה""כ- 3 בדיווח ישיר ו2 נוספים שנמצאים תחת צוותי בפיתוח אותם ינהל מבחינה מקצועית. דיווח למנהל הפיתוח. בצוות משלבים בדיקות ידניות ואוטומציה (בדגש על אוטומציה) ב Python ע""ג Linux, עובדים עם Selenium, Pytest . נדרשת נכונות ל Hands-on.",5 שנות ניסיון אוטומציה /ידני+ אוטומציה שנה ניסיון כראש צוות בדיקות ניסיון עם Python ניסיון עבודה בחברות סייבר אזרחות אירופאית - יתרון
Team Lead בחברת תוכנה בעולם הפרסום הדיגיטלי,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/net-developer/153505/,gotfriends,153505,"החברה מפתחת מוצר SaaS שהוא פלטפורמת Web לניהול קמפיינים ותוכן שיווקי. החברה ממוקמת באזור הצפון- קו רכבת, משלבת מודל עבודה היברידי ומונה עשרות עובדים בארץ. מהות התפקיד: ניהול צוות של 5 עובדים בשילוב Hands On של 70%. סטאק טכנולוגי: C#, AWS, Athena, Redshift, Spark, Apache Kafka, Apache HBase, Apache Cassandra.",- 5 שנות ניסיון בפיתוח #C - שנתיים ניסיון ניהולי - ניסיון בפיתוח עם Cloud - ניסיון מחברות SaaS
מפתחי/מפתחות Net.,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/net-developer/מפתחי-net/,gotfriends,88315,לחברה המפתחת מערכות רפואיות מצילות חיים בזמן אמת דרושים ודרושות מפתחי/מפתחות Net. המוצר שלנו נחשב למציל חיים בקרב הקהילה הרפואית ומוטמע בבתי חולים וקליניקות פרטיות ברחבי העולם. סיפור ההצלחה שלנו קיים מעל 10 שנים אנחנו מרחיבים את מחלקת המחקר והפיתוח שלנו ומזמינים מפתחי Net. מוכשרים להצטרף להצלחה,- ידע וניסיון מעמיק בעבודה עם winforms/wpf - ניסיון בפיתוח מערכות DESKTOP - ניסיון בעבודה בצד הSERVER - יתרון - תואר רלוונטי
מפתח C# Server לחברת סטארטאפ בהרצליה,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/net-developer/מפתח-c-server-לחברת-סטארטאפ-בהרצליה/,gotfriends,91042,חברה מובילה בתחום ה-Web המוודאת נאותות של קמפיינים פרסומים ומציעה פתרונות דיגיטלים חכמים עבור מפרסמים. חברה שעובדת עם סוכניות בולטות. רווחים. בעלי משרדים חדשים בארצות הברית. נבחרה לאחת מחברות המבטיחות בפורצ'ן 500 הזדמנות מעולה לעבוד בחברה מובילה עם מוצר מבטיח ומעניין,-ניסיון בעבודה בסביבה סטארטאפיסטית -ניסיון בפיתוח ב-#C -ניסיון באחד מהבאים Akka / Kafka / Java Spring -ניסיון בעבודה על מוצרים מתעשיית ה- ad-tech
לחברת אבטחת מידע דרוש/ה מפתח/ת .Net,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/net-developer/לחברת-אבטחת-מידע-דרושה-מפתחת-net/,gotfriends,73047,לסטארטאפ מצליח בתחום אבטחת מידע בענן דרושים ודרושות מפתחי NET. אנחנו מפתחים מוצר אבטחת מידע מתקדם עבור חברות וארגונים גדולים. המוצר שלנו מוטמע בחברות המובילות ומומלץ בקהילת אבטחת המידע. לאור ההצלחה אנו גדלים ומזמינים מפתחי ומפתחות NET. להצטרף לחטיבת המחקר והפיתוח שלנו. תנאים מעולים למתאימים,-5 שנות ניסיון בפיתוח NET. -ניסיון בעבודה על מוצרי network ו - security
לחברת הייטק דרוש/ה Junior Software Developer,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/net-developer/לחברת-הייטק-דרושה-junior-software-developer/,gotfriends,95298,לחברת הייטק באזור השפלה דרוש/ה תוכניתן/ית #C. הזדמנות להיות חלק מחברה מצליחה ולהשתלב בתפקיד מאתגר הכולל עבודה בסביבה צעירה ודינמית תוך שימוש בטכנולוגיות מתקדמות.,שנתיים ניסיון בפיתוח #C - חובה. תואר רלוונטי בתחום - יתרון.
מפתח/ת NET. לחברת סטארטאפ בתל אביב,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/net-developer/מפתחת-net-לחברת-סטארטאפ-בתל-אביב/,gotfriends,95676,חברת סטארטאפ לאחר גיוס seed מזמינה מפתחי ומפתחות NET. ג'וניורים מצטיינים/ות להצטרף ולעבוד על מוצר חדש בתחום האנליטיקות. הזדמנות מעולה עבור בוגרי מדעי המחשב מצטיינים להצטרף לחברה שמפתחת פלטפורמה מורכבת שמנטרת חווית משתמש ומפיקה תובנות עסקיות עבור ארגונים. עבודה באווירה סטארטאפיסטית ובתנאים מעולים,- שנה ניסיון בפיתוח NET. -תואר במדעי המחשב ממוצע של 85 ומעלה
לסטארטאפ בעולמות של אנליטיקס - מפתח/ת NET.,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/net-developer/לסטארטאפ-בעולמות-של-אנליטיקס-מפתחת-net/,gotfriends,96213,לסטארטאפ שמפתח פלטפורמה בעולמות האנליטיקס דרוש/ה מפתח/ת NET. הזדמנות מעולה עבור מפתחים/ות מנוסים בעבודה על מערכות מורכבות ב-scale גבוה להשתלב בפיתוח תשתיתי של מוצר בחזית הטכנולוגיה שמרכז Data מרובה מעשרות אלפי יוזרים ברחבי העולם. באווירה התפקיד משלב עבודת פיתוח ועבודת Devops,-ניסיון בפיתוח ב#-C או NET. - ניסיון בניהול שרתים יתרון גדול -ידע ב-AWS יתרון
R&D Team Leader,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/net-developer/rd-team-leader/,gotfriends,74710,"חברה מעולה בתחום אבטחת המידע במרכז הארץ מגייסת לשורותיה ראש צוות. הזדמנות מעולה להוביל פיתוחים מעניינים מאפס יחד עם מנטורינג והובלה של צוות ורסטילי בארגון שטוח. התפקיד כולל השפעה רבה על הפיתוח ועל המוצר, כמו כן עבודה וחשיפה לטכנולוגיות מתקדמות. אנו מציעים הזדמנות להצטרף לחברה מובילה בתחום אבטחת המידע, להוביל פיתוח מסקרץ' של מוצרים מעניינים בחברה בעלת תרבות ארגונית יחודית, תנאים טובים, סביבת עבודה נעימה ומפרה",-ניסיון של 10 שנים לפחות בעבודה עם NET. -5 שנות ניסיון כראש צוות -תואר במדעי המחשב - יתרון
תוכניתן/ית Net. לסטארטאפ בתל אביב,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/net-developer/תוכניתןית-net/,gotfriends,98031,"סטארטאפ שמפתח פלטפורמה בעולם ה-ad-tech מגייס תוכניתן/ית Net. שמעוניין/ת להצטרף לצוות פיתוח קטן ואיכותי. אנחנו אחרי סבב גיוס מוצלח. הפתרון שלנו משלב עבודה עם טכנולוגיות חדשות בעולמות של Big Data. הפיתוח שלנו הוא ורסטילי ומשלב עבודה עם GO (הכשרה על חשבון החברה) מול טכנולוגיות של AWS. מפתחים/ות שמעוניינים לעשות את קפיצת המדרגה, מכירים ואוהבים את האווירה הדינמית של סטארטאפ מוזמנים להגיש קורות חיים",-5 שנות ניסיון פיתוח ב-Net. -הכרות עם AWS -ETL -יתרון -ניסיון בעבודה מחברות Big Data
