title,company,location,date,url,department,workplace_type
Software team lead בחברת סטארט-אפ בתחום Cybersecurity for AI Agents ו-LLM Systems,GotFriends,Tel Aviv,2026-05-10,https://www.gotfriends.co.il/jobslobby/software/head-of-development-team/153727/,Software Development,Hybrid
Software Platform Engineer Team Lead בחברת סטארט-אפ ב-Stealth,GotFriends,Tel Aviv,2026-05-10,https://www.gotfriends.co.il/jobslobby/software/head-of-development-team/153720/,Software Development,Hybrid
Senior Full-Stack Engineer בחברת סטארט-אפ בתחום Sales intelligence,GotFriends,Tel Aviv,2026-05-10,https://www.gotfriends.co.il/jobslobby/software/full-stack-developer/153751/,Software Development,onsite
Backend Software Engineer בחברת סטארט-אפ בתחום ה-Storage,GotFriends,Tel Aviv,2026-05-10,https://www.gotfriends.co.il/jobslobby/software/backend-developer/153743/,Software Development,Hybrid
Senior Backend Software Engineer בחברת סטארט-אפ פורצת דרך,GotFriends,Tel Aviv,2026-05-10,https://www.gotfriends.co.il/jobslobby/software/backend-developer/153747/,Software Development,Hybrid
Senior Backend Developer בחברת סטארט-אפ העוסקת בתחום הפרסום,GotFriends,Tel Aviv,2026-05-10,https://www.gotfriends.co.il/jobslobby/software/backend-developer/153733/,Software Development,Hybrid
Senior Full Stack Engineer בחברת סטארט-אפ ישראלית,GotFriends,Tel Aviv,2026-05-10,https://www.gotfriends.co.il/jobslobby/software/full-stack-developer/153749/,Software Development,Hybrid
Senior BI Data Engineer בחברת סטארט-אפ בתחום ה-Data,GotFriends,Tel Aviv,2026-05-10,https://www.gotfriends.co.il/jobslobby/software/data-engineer/153744/,Software Development,Hybrid
Frontend developer בחברה גלובלית בתחום ה-AI,GotFriends,Tel Aviv,2026-05-10,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/153974/,Software Development,Remote
Mid Backend Engineer בחברת סטארט-אפ בתחום Construction Tech,GotFriends,Tel Aviv,2026-05-10,https://www.gotfriends.co.il/jobslobby/software/backend-developer/153220/,Software Development,Remote
Senior Frontend Engineer-Core Team בחברת סטארט-אפ בתחום ה-AI,GotFriends,Tel Aviv,2026-05-10,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/153731/,Software Development,Hybrid
Software Team Lead בחברת סטארט-אפ בתחום Cybersecurity for AI Agents ו-LLM Systems,GotFriends,Tel Aviv,2026-05-10,https://www.gotfriends.co.il/jobslobby/software/head-of-development-team/153726/,Software Development,Hybrid
Software Platform Engineer Team Lead בחברת סטארט-אפ ב-Stealth,GotFriends,Tel Aviv,2026-05-10,https://www.gotfriends.co.il/jobslobby/software/head-of-development-team/153719/,Software Development,Hybrid
Staff Backend Engineer בחברת סטארט-אפ בתחום AI EdTech,GotFriends,Tel Aviv,2026-05-10,https://www.gotfriends.co.il/jobslobby/software/python-developer/153704/,Software Development,Hybrid
AI Software Team Lead בחברת סטארט-אפ ביטחונית מבוססת AI ו-Computer Vision,GotFriends,Tel Aviv,2026-05-10,https://www.gotfriends.co.il/jobslobby/software/head-of-development-team/153716/,Software Development,Hybrid
Hands-On AI Architect בחברת הייטק גלובלית בתחום ה-Medical,GotFriends,Jerusalem,2026-05-10,https://www.gotfriends.co.il/jobslobby/software/ארכיטקט-תוכנה/153723/,Software Development,Hybrid
Windows C++ Developer בחברת Cybersecurity,GotFriends,Tel Aviv,2026-05-10,https://www.gotfriends.co.il/jobslobby/software/cplusplus-programmer/153710/,Software Development,Hybrid
Senior Software Engineer בחברת הייטק בתחום השבבים,GotFriends,Tel Aviv,2026-05-10,https://www.gotfriends.co.il/jobslobby/software/net-developer/153728/,Software Development,Hybrid
