title,company,location,date,url,department,workplace_type,level,source
Marketing Manager,6887caff008e7f93e889abb8,מהבית,2026-05-04,https://hujicareer.co.il/jobs/marketing-manager/,,remote,junior,huji-alumni
"מנהל/ת תחום מחקר, הערכה ומדידה לעיריית ירושלים",jerusalem,ירושלים,2026-04-29,https://hujicareer.co.il/jobs/%d7%9e%d7%a0%d7%94%d7%9c-%d7%aa-%d7%aa%d7%97%d7%95%d7%9d-%d7%9e%d7%97%d7%a7%d7%a8-%d7%94%d7%a2%d7%a8%d7%9b%d7%94-%d7%95%d7%9e%d7%93%d7%99%d7%93%d7%94-%d7%9c%d7%a2%d7%99%d7%a8%d7%99%d7%99%d7%aa-%d7%99/,,onsite,junior,huji-alumni
דרוש/ה סטודנט/ית לחוק חופש המידע במשרד התקשורת,MinistryOfCom,ירושלים,2026-04-29,https://hujicareer.co.il/jobs/%d7%93%d7%a8%d7%95%d7%a9-%d7%94-%d7%a1%d7%98%d7%95%d7%93%d7%a0%d7%98-%d7%99%d7%aa-%d7%9c%d7%97%d7%95%d7%a7-%d7%97%d7%95%d7%a4%d7%a9-%d7%94%d7%9e%d7%99%d7%93%d7%a2-%d7%91%d7%9e%d7%a9%d7%a8%d7%93-%d7%94/,,onsite,junior,huji-alumni
סטודנט/ית לפרויקט זמני בארכיון תאגיד השידור הישראלי,LOGO 10,ירושלים,2026-04-29,https://hujicareer.co.il/jobs/%d7%a1%d7%98%d7%95%d7%93%d7%a0%d7%98-%d7%99%d7%aa-%d7%9c%d7%a4%d7%a8%d7%95%d7%99%d7%a7%d7%98-%d7%96%d7%9e%d7%a0%d7%99-%d7%91%d7%90%d7%a8%d7%9b%d7%99%d7%95%d7%9f-%d7%aa%d7%90%d7%92%d7%99%d7%93-%d7%94/,,onsite,junior,huji-alumni
רכז.ת תרבות ופנאי באגודת הסטודנטים,אגודת הסטודנטים,ירושלים,2026-04-29,https://hujicareer.co.il/jobs/%d7%a8%d7%9b%d7%96-%d7%aa-%d7%aa%d7%a8%d7%91%d7%95%d7%aa-%d7%95%d7%a4%d7%a0%d7%90%d7%99-%d7%91%d7%90%d7%92%d7%95%d7%93%d7%aa-%d7%94%d7%a1%d7%98%d7%95%d7%93%d7%a0%d7%98%d7%99%d7%9d/,,onsite,junior,huji-alumni
רכז.ת תמיכת למידה וזכויות מילואים באגודת הסטודנטים,אגודת הסטודנטים,ירושלים,2026-04-29,https://hujicareer.co.il/jobs/%d7%a8%d7%9b%d7%96-%d7%aa-%d7%aa%d7%9e%d7%99%d7%9b%d7%aa-%d7%9c%d7%9e%d7%99%d7%93%d7%94-%d7%95%d7%96%d7%9b%d7%95%d7%99%d7%95%d7%aa-%d7%9e%d7%99%d7%9c%d7%95%d7%90%d7%99%d7%9d-%d7%91%d7%90%d7%92%d7%95/,,onsite,junior,huji-alumni
רכז.ת חברה ערבית באגודת הסטודנטים,אגודת הסטודנטים,ירושלים,2026-04-29,https://hujicareer.co.il/jobs/%d7%a8%d7%9b%d7%96-%d7%aa-%d7%97%d7%91%d7%a8%d7%94-%d7%a2%d7%a8%d7%91%d7%99%d7%aa-%d7%91%d7%90%d7%92%d7%95%d7%93%d7%aa-%d7%94%d7%a1%d7%98%d7%95%d7%93%d7%a0%d7%98%d7%99%d7%9d/,,onsite,junior,huji-alumni
מהנדס/ת או הנדסאי/ת בניין,logo_big,תל אביב,2026-04-29,https://hujicareer.co.il/jobs/%d7%9e%d7%94%d7%a0%d7%93%d7%a1-%d7%aa-%d7%90%d7%95-%d7%94%d7%a0%d7%93%d7%a1%d7%90%d7%99-%d7%aa-%d7%91%d7%a0%d7%99%d7%99%d7%9f/,,onsite,junior,huji-alumni
עוזר/ת אדמיניסטרטיבי/ת במרכז לרפואה חישובית,HUJI Alumni Career,ירושלים,2026-04-29,https://hujicareer.co.il/jobs/%d7%a2%d7%95%d7%96%d7%a8-%d7%aa-%d7%90%d7%93%d7%9e%d7%99%d7%a0%d7%99%d7%a1%d7%98%d7%a8%d7%98%d7%99%d7%91%d7%99-%d7%aa-%d7%91%d7%9e%d7%a8%d7%9b%d7%96-%d7%9c%d7%a8%d7%a4%d7%95%d7%90%d7%94-%d7%97%d7%99/,,onsite,junior,huji-alumni
"סטודנט ללשכת מנכ""ל משרד הפנים",משרד הפנים לוגו,ירושלים,2026-04-29,https://hujicareer.co.il/jobs/%d7%a1%d7%98%d7%95%d7%93%d7%a0%d7%98-%d7%9c%d7%9c%d7%a9%d7%9b%d7%aa-%d7%9e%d7%a0%d7%9b%d7%9c-%d7%9e%d7%a9%d7%a8%d7%93-%d7%94%d7%a4%d7%a0%d7%99%d7%9d/,,onsite,junior,huji-alumni
סטודנט לאגף למידה ארגונית במשרד הפנים,משרד הפנים לוגו,ירושלים,2026-04-29,https://hujicareer.co.il/jobs/%d7%a1%d7%98%d7%95%d7%93%d7%a0%d7%98-%d7%9c%d7%90%d7%92%d7%a3-%d7%9c%d7%9e%d7%99%d7%93%d7%94-%d7%90%d7%a8%d7%92%d7%95%d7%a0%d7%99%d7%aa-%d7%91%d7%9e%d7%a9%d7%a8%d7%93-%d7%94%d7%a4%d7%a0%d7%99%d7%9d/,,onsite,junior,huji-alumni
חוקר/ת M. Sc. / Ph. D. במדעי הטבע,c3,ירושלים,2026-04-29,https://hujicareer.co.il/jobs/%d7%97%d7%95%d7%a7%d7%a8-%d7%aa-m-sc-ph-d-%d7%91%d7%9e%d7%93%d7%a2%d7%99-%d7%94%d7%98%d7%91%d7%a2/,,onsite,junior,huji-alumni
מנהל/ת גיוס ומיתוג במשרד התקשורת,MinistryOfCom,ירושלים,2026-04-29,https://hujicareer.co.il/jobs/7593/,,onsite,junior,huji-alumni
סטודנט/ית לאגף תקציב הפיתוח במשרד החינוך,HUJI Alumni Career,ירושלים,2026-04-29,https://hujicareer.co.il/jobs/%d7%a1%d7%98%d7%95%d7%93%d7%a0%d7%98-%d7%99%d7%aa-%d7%9c%d7%90%d7%92%d7%a3-%d7%aa%d7%a7%d7%a6%d7%99%d7%91-%d7%94%d7%a4%d7%99%d7%aa%d7%95%d7%97-%d7%91%d7%9e%d7%a9%d7%a8%d7%93-%d7%94%d7%97%d7%99%d7%a0/,,onsite,junior,huji-alumni
טכנאי/ת רדיו במשרה חלקית לתאגיד השידור הישראלי,LOGO 10,ירושלים,2026-04-29,https://hujicareer.co.il/jobs/%d7%98%d7%9b%d7%a0%d7%90%d7%99-%d7%aa-%d7%a8%d7%93%d7%99%d7%95-%d7%91%d7%9e%d7%a9%d7%a8%d7%94-%d7%97%d7%9c%d7%a7%d7%99%d7%aa-%d7%9c%d7%aa%d7%90%d7%92%d7%99%d7%93-%d7%94%d7%a9%d7%99%d7%93%d7%95%d7%a8/,,onsite,junior,huji-alumni
משפטן/ית למחלקת מימון פרויקטים,unnamed,תל אביב,2026-04-29,https://hujicareer.co.il/jobs/%d7%9e%d7%a9%d7%a4%d7%98%d7%9f-%d7%99%d7%aa-%d7%9c%d7%9e%d7%97%d7%9c%d7%a7%d7%aa-%d7%9e%d7%99%d7%9e%d7%95%d7%9f-%d7%a4%d7%a8%d7%95%d7%99%d7%a7%d7%98%d7%99%d7%9d/,,onsite,junior,huji-alumni
עוזר/ת למפעיל ציוד הוראה ומולטימדיה בפקולטה לרפואה,HUJI Alumni Career,ירושלים,2026-04-29,https://hujicareer.co.il/jobs/%d7%a2%d7%95%d7%96%d7%a8-%d7%aa-%d7%9c%d7%9e%d7%a4%d7%a2%d7%99%d7%9c-%d7%a6%d7%99%d7%95%d7%93-%d7%94%d7%95%d7%a8%d7%90%d7%94-%d7%95%d7%9e%d7%95%d7%9c%d7%98%d7%99%d7%9e%d7%93%d7%99%d7%94-%d7%91%d7%a4/,,onsite,junior,huji-alumni
עורך/ת משנה לחדשות כאן 11,LOGO 10,ירושלים,2026-04-29,https://hujicareer.co.il/jobs/%d7%a2%d7%95%d7%a8%d7%9a-%d7%aa-%d7%9e%d7%a9%d7%a0%d7%94-%d7%9c%d7%97%d7%93%d7%a9%d7%95%d7%aa-%d7%9b%d7%90%d7%9f-11/,,onsite,junior,huji-alumni
דרושים עובדים סוציאליים למשרד הביטחון,לוגו משרד הביטחון,,2026-04-29,https://hujicareer.co.il/jobs/%d7%93%d7%a8%d7%95%d7%a9%d7%99%d7%9d-%d7%a2%d7%95%d7%91%d7%93%d7%99%d7%9d-%d7%a1%d7%95%d7%a6%d7%99%d7%90%d7%9c%d7%99%d7%99%d7%9d-%d7%9c%d7%9e%d7%a9%d7%a8%d7%93-%d7%94%d7%91%d7%99%d7%98%d7%97%d7%95/,,onsite,junior,huji-alumni
למעבדות בריאות הציבור דרוש/ה סטודנט/ית למדעי החיים/ביולוגיה/ביוטכנולוגיה,HUJI Alumni Career,ירושלים,2026-04-27,https://hujicareer.co.il/jobs/%d7%9c%d7%9e%d7%a2%d7%91%d7%93%d7%95%d7%aa-%d7%91%d7%a8%d7%99%d7%90%d7%95%d7%aa-%d7%94%d7%a6%d7%99%d7%91%d7%95%d7%a8-%d7%93%d7%a8%d7%95%d7%a9-%d7%94-%d7%a1%d7%98%d7%95%d7%93%d7%a0%d7%98-%d7%99%d7%aa/,,onsite,junior,huji-alumni
מנהלן/ית הוראה ותלמידים - הפקולטה למשפטים,HUJI Alumni Career,ירושלים,2026-04-27,https://hujicareer.co.il/jobs/%d7%9e%d7%a0%d7%94%d7%9c%d7%9f-%d7%99%d7%aa-%d7%94%d7%95%d7%a8%d7%90%d7%94-%d7%95%d7%aa%d7%9c%d7%9e%d7%99%d7%93%d7%99%d7%9d-%d7%94%d7%a4%d7%a7%d7%95%d7%9c%d7%98%d7%94-%d7%9c%d7%9e%d7%a9%d7%a4%d7%98-3/,,onsite,junior,huji-alumni
"מנהלן/ית הוראה ותלמידים-ביה""ס לתלמידים מחו""ל ע""ש רוטברג",HUJI Alumni Career,ירושלים,2026-04-27,https://hujicareer.co.il/jobs/%d7%9e%d7%a0%d7%94%d7%9c%d7%9f-%d7%99%d7%aa-%d7%94%d7%95%d7%a8%d7%90%d7%94-%d7%95%d7%aa%d7%9c%d7%9e%d7%99%d7%93%d7%99%d7%9d-%d7%91%d7%99%d7%94%d7%a1-%d7%9c%d7%aa%d7%9c%d7%9e%d7%99%d7%93%d7%99%d7%9d/,,onsite,junior,huji-alumni
רכז/ת היחידה ללימודי שפות - הפקולטה למדעי הרוח,HUJI Alumni Career,ירושלים,2026-04-27,https://hujicareer.co.il/jobs/%d7%a8%d7%9b%d7%96-%d7%aa-%d7%94%d7%99%d7%97%d7%99%d7%93%d7%94-%d7%9c%d7%9c%d7%99%d7%9e%d7%95%d7%93%d7%99-%d7%a9%d7%a4%d7%95%d7%aa-%d7%94%d7%a4%d7%a7%d7%95%d7%9c%d7%98%d7%94-%d7%9c%d7%9e%d7%93%d7%a2-2/,,onsite,junior,huji-alumni
"סטודנט/ית הדרכה (הון אנושי) במשרד החדשנות, המדע והטכנולוגיה ומשרד התרבות והספורט",HUJI Alumni Career,ירושלים,2026-04-27,https://hujicareer.co.il/jobs/%d7%a1%d7%98%d7%95%d7%93%d7%a0%d7%98-%d7%99%d7%aa-%d7%94%d7%93%d7%a8%d7%9b%d7%94-%d7%94%d7%95%d7%9f-%d7%90%d7%a0%d7%95%d7%a9%d7%99-%d7%91%d7%9e%d7%a9%d7%a8%d7%93-%d7%94%d7%97%d7%93%d7%a9%d7%a0%d7%95/,,onsite,junior,huji-alumni
מדריכ/ה טכנולוגי/ת למסלול JAVA – אזור בית שמש,budi_logo,,2026-04-27,https://hujicareer.co.il/jobs/%d7%9e%d7%93%d7%a8%d7%99%d7%9b-%d7%94-%d7%98%d7%9b%d7%a0%d7%95%d7%9c%d7%95%d7%92%d7%99-%d7%aa-%d7%9c%d7%9e%d7%a1%d7%9c%d7%95%d7%9c-java-%d7%90%d7%96%d7%95%d7%a8-%d7%91%d7%99%d7%aa-%d7%a9/,,onsite,junior,huji-alumni
"דרוש/ה סטודנט/ית מינהל תרבות במשרד התרבות והספורט, ירושלים",HUJI Alumni Career,ירושלים,2026-04-27,https://hujicareer.co.il/jobs/%d7%93%d7%a8%d7%95%d7%a9-%d7%94-%d7%a1%d7%98%d7%95%d7%93%d7%a0%d7%98-%d7%99%d7%aa-%d7%9e%d7%99%d7%a0%d7%94%d7%9c-%d7%aa%d7%a8%d7%91%d7%95%d7%aa-%d7%91%d7%9e%d7%a9%d7%a8%d7%93-%d7%94%d7%aa%d7%a8%d7%91/,,onsite,junior,huji-alumni
דרושים למוקדי השירות של משרד הביטחון,לוגו משרד הביטחון,תל אביב,2026-04-27,https://hujicareer.co.il/jobs/%d7%93%d7%a8%d7%95%d7%a9%d7%99%d7%9d-%d7%9c%d7%9e%d7%95%d7%a7%d7%93%d7%99-%d7%94%d7%a9%d7%99%d7%a8%d7%95%d7%aa-%d7%a9%d7%9c-%d7%9e%d7%a9%d7%a8%d7%93-%d7%94%d7%91%d7%99%d7%98%d7%97%d7%95%d7%9f/,,onsite,junior,huji-alumni
סטודנט/ית למוקד מודיעיני באזור ירושלים,1200px-ShabakLogoText.svg,ירושלים,2026-04-27,https://hujicareer.co.il/jobs/%d7%a1%d7%98%d7%95%d7%93%d7%a0%d7%98-%d7%99%d7%aa-%d7%9c%d7%9e%d7%95%d7%a7%d7%93-%d7%9e%d7%95%d7%93%d7%99%d7%a2%d7%99%d7%a0%d7%99-%d7%91%d7%90%d7%96%d7%95%d7%a8-%d7%99%d7%a8%d7%95%d7%a9%d7%9c%d7%99/,,onsite,junior,huji-alumni
מוביל שיפור ביצועים והטמעה בחברת אגד,Logoegged.svg,,2026-04-27,https://hujicareer.co.il/jobs/%d7%9e%d7%95%d7%91%d7%99%d7%9c-%d7%a9%d7%99%d7%a4%d7%95%d7%a8-%d7%91%d7%99%d7%a6%d7%95%d7%a2%d7%99%d7%9d-%d7%95%d7%94%d7%98%d7%9e%d7%a2%d7%94-%d7%91%d7%97%d7%91%d7%a8%d7%aa-%d7%90%d7%92%d7%93/,,onsite,junior,huji-alumni
עובד/ת מעבדה בכיר/ה למעבדה הרב תחומית ובנק הדם,channels4_profile (1),ראשון לציון,2026-04-27,https://hujicareer.co.il/jobs/%d7%a2%d7%95%d7%91%d7%93-%d7%aa-%d7%9e%d7%a2%d7%91%d7%93%d7%94-%d7%91%d7%9b%d7%99%d7%a8-%d7%94-%d7%9c%d7%9e%d7%a2%d7%91%d7%93%d7%94-%d7%94%d7%a8%d7%91-%d7%aa%d7%97%d7%95%d7%9e%d7%99%d7%aa-%d7%95%d7%91/,,onsite,junior,huji-alumni
דרוש/ה עובד/ת מעבדה לבנק הדם - אסותא,channels4_profile (1),,2026-04-27,https://hujicareer.co.il/jobs/%d7%93%d7%a8%d7%95%d7%a9-%d7%94-%d7%a2%d7%95%d7%91%d7%93-%d7%aa-%d7%9e%d7%a2%d7%91%d7%93%d7%94-%d7%9c%d7%91%d7%a0%d7%a7-%d7%94%d7%93%d7%9d-%d7%90%d7%a1%d7%95%d7%aa%d7%90/,,onsite,junior,huji-alumni
"לקק""ל בירושלים דרוש/ה עובד/ת ארכיון - סטודנט/ית",unnamed (1),ירושלים,2026-04-27,https://hujicareer.co.il/jobs/%d7%9c%d7%a7%d7%a7%d7%9c-%d7%91%d7%99%d7%a8%d7%95%d7%a9%d7%9c%d7%99%d7%9d-%d7%93%d7%a8%d7%95%d7%a9-%d7%94-%d7%a2%d7%95%d7%91%d7%93-%d7%aa-%d7%90%d7%a8%d7%9b%d7%99%d7%95%d7%9f-%d7%a1%d7%98%d7%95/,,onsite,junior,huji-alumni
עוזר/ת לראשת המדור להכשרה מקצועית ומעורבות חברתית,HUJI Alumni Career,ירושלים,2026-04-27,https://hujicareer.co.il/jobs/%d7%a2%d7%95%d7%96%d7%a8-%d7%aa-%d7%9c%d7%a8%d7%90%d7%a9%d7%aa-%d7%94%d7%9e%d7%93%d7%95%d7%a8-%d7%9c%d7%94%d7%9b%d7%a9%d7%a8%d7%94-%d7%9e%d7%a7%d7%a6%d7%95%d7%a2%d7%99%d7%aa-%d7%95%d7%9e%d7%a2%d7%95/,,onsite,junior,huji-alumni
מינהלן/ית הוראה ותלמידים - מכון איינשטיין למתמטיקה,HUJI Alumni Career,ירושלים,2026-04-27,https://hujicareer.co.il/jobs/%d7%9e%d7%99%d7%a0%d7%94%d7%9c%d7%9f-%d7%99%d7%aa-%d7%94%d7%95%d7%a8%d7%90%d7%94-%d7%95%d7%aa%d7%9c%d7%9e%d7%99%d7%93%d7%99%d7%9d-%d7%9e%d7%9b%d7%95%d7%9f-%d7%90%d7%99%d7%99%d7%a0%d7%a9%d7%98%d7%99/,,onsite,junior,huji-alumni
מנהל/ת היחידה לתשתיות מחקר - הרשות למחקר ופיתוח,HUJI Alumni Career,ירושלים,2026-04-27,https://hujicareer.co.il/jobs/%d7%9e%d7%a0%d7%94%d7%9c-%d7%aa-%d7%94%d7%99%d7%97%d7%99%d7%93%d7%94-%d7%9c%d7%aa%d7%a9%d7%aa%d7%99%d7%95%d7%aa-%d7%9e%d7%97%d7%a7%d7%a8-%d7%94%d7%a8%d7%a9%d7%95%d7%aa-%d7%9c%d7%9e%d7%97%d7%a7%d7%a8/,,onsite,junior,huji-alumni
ממונה מדידות זמן ותדר במעבדה הלאומית לפיסיקה,download (8),ירושלים,2026-04-27,https://hujicareer.co.il/jobs/%d7%9e%d7%9e%d7%95%d7%a0%d7%94-%d7%9e%d7%93%d7%99%d7%93%d7%95%d7%aa-%d7%96%d7%9e%d7%9f-%d7%95%d7%aa%d7%93%d7%a8-%d7%91%d7%9e%d7%a2%d7%91%d7%93%d7%94-%d7%94%d7%9c%d7%90%d7%95%d7%9e%d7%99%d7%aa-%d7%9c/,,onsite,junior,huji-alumni
מפיק/ה תוכניות מתחיל/ה לחטיבת החדשות - כאן 11,LOGO 10,ירושלים,2026-04-27,https://hujicareer.co.il/jobs/%d7%9e%d7%a4%d7%99%d7%a7-%d7%94-%d7%aa%d7%95%d7%9b%d7%a0%d7%99%d7%95%d7%aa-%d7%9e%d7%aa%d7%97%d7%99%d7%9c-%d7%94-%d7%9c%d7%97%d7%98%d7%99%d7%91%d7%aa-%d7%94%d7%97%d7%93%d7%a9%d7%95%d7%aa-%d7%9b/,,onsite,junior,huji-alumni
מדריכים לתכניות אלפא ואידאה של האוניברסיטה העברית לנוער,HUJI Alumni Career,ירושלים,2026-04-27,https://hujicareer.co.il/jobs/%d7%9e%d7%93%d7%a8%d7%99%d7%9b%d7%99%d7%9d-%d7%9c%d7%aa%d7%9b%d7%a0%d7%99%d7%95%d7%aa-%d7%90%d7%9c%d7%a4%d7%90-%d7%95%d7%90%d7%99%d7%93%d7%90%d7%94-%d7%a9%d7%9c-%d7%94%d7%90%d7%95%d7%a0%d7%99%d7%91/,,onsite,junior,huji-alumni
משרות סטודנט/ית חדשות במשרד הבריאות,HUJI Alumni Career,ירושלים,2026-04-27,https://hujicareer.co.il/jobs/%d7%9e%d7%a9%d7%a8%d7%95%d7%aa-%d7%a1%d7%98%d7%95%d7%93%d7%a0%d7%98-%d7%99%d7%aa-%d7%97%d7%93%d7%a9%d7%95%d7%aa-%d7%91%d7%9e%d7%a9%d7%a8%d7%93-%d7%94%d7%91%d7%a8%d7%99%d7%90%d7%95%d7%aa/,,onsite,junior,huji-alumni
למרכז הרפואי שמיר דרוש/ה עובד/ת אספקה סטרילית,111111,,2026-04-27,https://hujicareer.co.il/jobs/%d7%9c%d7%9e%d7%a8%d7%9b%d7%96-%d7%94%d7%a8%d7%a4%d7%95%d7%90%d7%99-%d7%a9%d7%9e%d7%99%d7%a8-%d7%93%d7%a8%d7%95%d7%a9-%d7%94-%d7%a2%d7%95%d7%91%d7%93-%d7%aa-%d7%90%d7%a1%d7%a4%d7%a7%d7%94-%d7%a1%d7%98/,,onsite,junior,huji-alumni
סטודנט/ית לאגף רכש נכסים ולוגיסטיקה במשרד הפנים בירושלים,משרד הפנים לוגו,ירושלים,2026-04-27,https://hujicareer.co.il/jobs/%d7%a1%d7%98%d7%95%d7%93%d7%a0%d7%98-%d7%99%d7%aa-%d7%9c%d7%90%d7%92%d7%a3-%d7%a8%d7%9b%d7%a9-%d7%a0%d7%9b%d7%a1%d7%99%d7%9d-%d7%95%d7%9c%d7%95%d7%92%d7%99%d7%a1%d7%98%d7%99%d7%a7%d7%94-%d7%91%d7%9e/,,onsite,junior,huji-alumni
משרות בתחום הנדסה כימית בחברת אדמה אגן,ADAMA,,2026-04-27,https://hujicareer.co.il/jobs/%d7%9e%d7%a9%d7%a8%d7%95%d7%aa-%d7%91%d7%aa%d7%97%d7%95%d7%9d-%d7%94%d7%a0%d7%93%d7%a1%d7%94-%d7%9b%d7%99%d7%9e%d7%99%d7%aa-%d7%91%d7%97%d7%91%d7%a8%d7%aa-%d7%90%d7%93%d7%9e%d7%94-%d7%90%d7%92%d7%9f/,,onsite,junior,huji-alumni
מבקר/ת חשבונאי/ת – רשות ניירות ערך | תל אביב,Logo_israel_securities_authority,תל אביב,2026-04-27,https://hujicareer.co.il/jobs/%d7%9e%d7%91%d7%a7%d7%a8-%d7%aa-%d7%97%d7%a9%d7%91%d7%95%d7%a0%d7%90%d7%99-%d7%aa-%d7%a8%d7%a9%d7%95%d7%aa-%d7%a0%d7%99%d7%99%d7%a8%d7%95%d7%aa-%d7%a2%d7%a8%d7%9a-%d7%aa%d7%9c-%d7%90%d7%91/,,onsite,junior,huji-alumni
דרושים/ות עוזרי/ות מחקר למעבדה לחשיבה יצירתית,HUJI Alumni Career,ירושלים,2026-04-27,https://hujicareer.co.il/jobs/%d7%93%d7%a8%d7%95%d7%a9%d7%99%d7%9d-%d7%95%d7%aa-%d7%a2%d7%95%d7%96%d7%a8%d7%99-%d7%95%d7%aa-%d7%9e%d7%97%d7%a7%d7%a8-%d7%9c%d7%9e%d7%a2%d7%91%d7%93%d7%94-%d7%9c%d7%97%d7%a9%d7%99%d7%91%d7%94-%d7%99/,,onsite,junior,huji-alumni
Quality Engineer,images (1),ירושלים,2026-04-27,https://hujicareer.co.il/jobs/quality-engineer/,,onsite,junior,huji-alumni
Project Manager - מנהל/ת פרוייקטים,images (1),ירושלים,2026-04-27,https://hujicareer.co.il/jobs/project-manager-%d7%9e%d7%a0%d7%94%d7%9c-%d7%aa-%d7%a4%d7%a8%d7%95%d7%99%d7%99%d7%a7%d7%98%d7%99%d7%9d/,,onsite,junior,huji-alumni
Optical Designer,images (1),ירושלים,2026-04-27,https://hujicareer.co.il/jobs/optical-designer/,,onsite,junior,huji-alumni
Optics Assembler / מרכיב/ה אופטומכני/ת,images (1),ירושלים,2026-04-27,https://hujicareer.co.il/jobs/optics-assembler-%d7%9e%d7%a8%d7%9b%d7%99%d7%91-%d7%94-%d7%90%d7%95%d7%a4%d7%98%d7%95%d7%9e%d7%9b%d7%a0%d7%99-%d7%aa/,,onsite,junior,huji-alumni
מבקר/ת איכות / Quality Inspector,images (1),ירושלים,2026-04-27,https://hujicareer.co.il/jobs/%d7%9e%d7%91%d7%a7%d7%a8-%d7%aa-%d7%90%d7%99%d7%9b%d7%95%d7%aa-quality-inspector-2/,,onsite,junior,huji-alumni
Production Planner Student,images (1),ירושלים,2026-04-27,https://hujicareer.co.il/jobs/production-planner-student-2/,,onsite,junior,huji-alumni
Thin film Coating Engineer / מהנדס.ת תהליך ציפויים,images (1),ירושלים,2026-04-27,https://hujicareer.co.il/jobs/thin-film-coating-engineer-%d7%9e%d7%94%d7%a0%d7%93%d7%a1-%d7%aa-%d7%aa%d7%94%d7%9c%d7%99%d7%9a-%d7%a6%d7%99%d7%a4%d7%95%d7%99%d7%99%d7%9d-2/,,onsite,junior,huji-alumni
טכנאי/ת ייצור CNC,images (1),ירושלים,2026-04-27,https://hujicareer.co.il/jobs/%d7%98%d7%9b%d7%a0%d7%90%d7%99-%d7%aa-%d7%99%d7%99%d7%a6%d7%95%d7%a8-cnc/,,onsite,junior,huji-alumni
IT Desktop Technician,images (1),ירושלים,2026-04-27,https://hujicareer.co.il/jobs/it-desktop-technician-2/,,onsite,junior,huji-alumni
רכז/ת אחזקה ותפעול - הפקולטה לרפואת שיניים,HUJI Alumni Career,ירושלים,2026-04-27,https://hujicareer.co.il/jobs/%d7%a8%d7%9b%d7%96-%d7%aa-%d7%90%d7%97%d7%96%d7%a7%d7%94-%d7%95%d7%aa%d7%a4%d7%a2%d7%95%d7%9c-%d7%94%d7%a4%d7%a7%d7%95%d7%9c%d7%98%d7%94-%d7%9c%d7%a8%d7%a4%d7%95%d7%90%d7%aa-%d7%a9%d7%99%d7%a0%d7%99/,,onsite,junior,huji-alumni
ראש/ת צוות דיווח ובקרה - הרשות למחקר ופיתוח,HUJI Alumni Career,ירושלים,2026-04-27,https://hujicareer.co.il/jobs/%d7%a8%d7%90%d7%a9-%d7%aa-%d7%a6%d7%95%d7%95%d7%aa-%d7%93%d7%99%d7%95%d7%95%d7%97-%d7%95%d7%91%d7%a7%d7%a8%d7%94-%d7%94%d7%a8%d7%a9%d7%95%d7%aa-%d7%9c%d7%9e%d7%97%d7%a7%d7%a8-%d7%95%d7%a4%d7%99-3/,,onsite,junior,huji-alumni
לאקווריום ישראל דרושים מדריכים,HUJI Alumni Career,ירושלים,2026-04-23,https://hujicareer.co.il/jobs/%d7%9c%d7%90%d7%a7%d7%95%d7%95%d7%a8%d7%99%d7%95%d7%9d-%d7%99%d7%a9%d7%a8%d7%90%d7%9c-%d7%93%d7%a8%d7%95%d7%a9%d7%99%d7%9d-%d7%9e%d7%93%d7%a8%d7%99%d7%9b%d7%99%d7%9d/,,onsite,junior,huji-alumni
"דרוש/ה סטודנט/ית (ספורט נשים וספורט עממי) למינהל הספורט, ירושלים",HUJI Alumni Career,ירושלים,2026-04-23,https://hujicareer.co.il/jobs/%d7%93%d7%a8%d7%95%d7%a9-%d7%94-%d7%a1%d7%98%d7%95%d7%93%d7%a0%d7%98-%d7%99%d7%aa-%d7%a1%d7%a4%d7%95%d7%a8%d7%98-%d7%a0%d7%a9%d7%99%d7%9d-%d7%95%d7%a1%d7%a4%d7%95%d7%a8%d7%98-%d7%a2%d7%9e%d7%9e%d7%99/,,onsite,junior,huji-alumni
דרוש/ה עובד/ת סוציאלי/ת לאגף שיקום נכים במשרד הביטחון מחוז ירושלים,לוגו משרד הביטחון,ירושלים,2026-04-23,https://hujicareer.co.il/jobs/%d7%93%d7%a8%d7%95%d7%a9-%d7%94-%d7%a2%d7%95%d7%91%d7%93-%d7%aa-%d7%a1%d7%95%d7%a6%d7%99%d7%90%d7%9c%d7%99-%d7%aa-%d7%9c%d7%90%d7%92%d7%a3-%d7%a9%d7%99%d7%a7%d7%95%d7%9d-%d7%a0%d7%9b%d7%99%d7%9d/,,onsite,junior,huji-alumni
משרת סטודנט/ית מחלקת השקעות ברשות לניירות ערך,Logo_israel_securities_authority,תל אביב,2026-04-23,https://hujicareer.co.il/jobs/%d7%9e%d7%a9%d7%a8%d7%aa-%d7%a1%d7%98%d7%95%d7%93%d7%a0%d7%98-%d7%99%d7%aa-%d7%9e%d7%97%d7%9c%d7%a7%d7%aa-%d7%94%d7%a9%d7%a7%d7%a2%d7%95%d7%aa-%d7%91%d7%a8%d7%a9%d7%95%d7%aa-%d7%9c%d7%a0%d7%99%d7%99/,,onsite,junior,huji-alumni
Program and Operations Associate – Task Force on Arab Citizens of Israel,HUJI Alumni Career,מהבית,2026-04-23,https://hujicareer.co.il/jobs/program-and-operations-associate-task-force-on-arab-citizens-of-israel/,,remote,junior,huji-alumni
