title,company,location,date,deadline,url,department,workplace_type,description,requirements
"רכז/ת לענייני בחינות – התאמות-מדור בחינות, מס""ר ומערכת שעות-מזכירות אקדמית (מס' 2026 - 163)",אוניברסיטת בן-גוריון בנגב,באר שבע,2026-05-17,2026-05-21,https://bguhr.my.salesforce-sites.com/Gius?mode=external,,onsite,,
רכז/ת לענייני סטודנטים-המחלקה למדעי החיים-הפקולטה למדעי הטבע (מס' 2026 - 153),אוניברסיטת בן-גוריון בנגב,באר שבע,2026-05-17,2026-05-24,https://bguhr.my.salesforce-sites.com/Gius?mode=external,,onsite,,
"עו""ד-בלשכה המשפטית-הלשכה המשפטית (מס' 2026 - 157)",אוניברסיטת בן-גוריון בנגב,באר שבע,2026-05-17,2026-05-17,https://bguhr.my.salesforce-sites.com/Gius?mode=external,,onsite,,
אחראי/ת מבנים-מזכירות המכונים-המכונים לחקר המדבר (מס' 2026 - 160),אוניברסיטת בן-גוריון בנגב,באר שבע,2026-05-17,2026-05-19,https://bguhr.my.salesforce-sites.com/Gius?mode=external,,onsite,,
"מהנדס/ת מערכות מחשוב-ביה""ס להנדסת חשמל ומחשבים-הפקולטה למדעי ההנדסה (מס' 2026 - 161)",אוניברסיטת בן-גוריון בנגב,באר שבע,2026-05-17,2026-05-21,https://bguhr.my.salesforce-sites.com/Gius?mode=external,,onsite,,
מהנדס/ת מעבדות הוראה ומחקר-המחלקה לכימיה-הפקולטה למדעי הטבע (מס' 2026 - 158),אוניברסיטת בן-גוריון בנגב,באר שבע,2026-05-17,2026-05-17,https://bguhr.my.salesforce-sites.com/Gius?mode=external,,onsite,,
