title,company,location,date,url,department,workplace_type,description
C&I Marketing Team Leader,SolarEdge,Herzliya,2026-05-16,https://corporate.solaredge.com/en/careers/open-positions?position=comeet-9F66E,Sales,Hybrid,"Description: Power the Future with us! At SolarEdge (NASDAQ: SEDG), we're a global leader in smart energy technology, with over 3,000 employees, offices in 30 countries, and millions of installations worldwide.&nbsp; Our innovative solutions include solar inverters, battery storage, backup systems, EV charging, and AI-based energy management. We're committed to making clean, green energy the primary power source for homes, businesses, and beyond.&nbsp; With the growing demand for electricity, the need for smart, clean energy sources is constantly rising. SolarEdge offers amazing opportunities to develop your skills in a multidisciplinary environment, covering everything from research and development to production and customer supply. Work with talented colleagues, tackle exciting challenges, and help create a sustainable future in an industry that's always evolving and innovating. Join us and be part of a company that values creativity, agility, and impactful work.&nbsp; SolarEdge is seeking an experienced and hands-on Team Leader to drive the Go-to-Market (GTM) strategy and execution for the Commercial &amp; Industrial (C&amp;I) segment. This role will be responsible for managing a diverse and high-impact team including Marketing, Product Marketing, Technical Writing, and Training professionals. The Team Leader will set direction, define priorities, and ensure high-quality execution across all GTM initiatives supporting the C&amp;I business. The role owns the end-to-end GTM "
Cleaner,SolarEdge,Herzliya,2026-05-15,https://corporate.solaredge.com/en/careers/open-positions?position=comeet-4D858,Facilities Ops and Admin,On-site,"Description: &nbsp; לחברת סולראדג' בהרצליה דרוש/ה מנקה למשרה מלאה עבודה בימים א'-ה' בין השעות 7:00-16:00 העבודה כוללת ניקון משרדים, שירותים, מטבחונים, ניקוי חדרי ישיבות, חללים משותפים וחללי יצור. | Requirements: דרישות: נכונות לעבודה בימים ובשעות הנדרשות ניסיון בעבודת ניקיון מוטיבציה גבוהה ורצינות אמינות וחריצות. תנאים נוספים: קליטה כעובד/ת חברה מהיום הראשון תנאים מעולים למתאימים! ראיון ותחילת עבודה באופן מידי! *משרה זו פונה לנשים וגברים כאחד"
Commercial Sales Manager,SolarEdge,Herzliya,2026-05-16,https://corporate.solaredge.com/en/careers/open-positions?position=comeet-C136E&_gl=1*at3d4m*_up*MQ..*_ga*MTM0MzcxMjIyOC4xNzY3NTQ2MDEx*_ga_EB80EEY8WM*czE3Njc1NDYwMTEkbzEkZzEkdDE3Njc1NDYwMTckajU0JGwwJGgw*_ga_VLCW84G8SB*czE3Njc1NDYwMTEkbzEkZzEkdDE3Njc1NDYwMTckajU0JGwwJGgw,Sales - IL,On-site,"Description: Power the Future with us! At SolarEdge (NASDAQ: SEDG), we're a global leader in smart energy technology, with over 3,000 employees, offices in 30 countries, and millions of installations worldwide.&nbsp; Our innovative solutions include solar inverters, battery storage, backup systems, EV charging, and AI-based energy management. We're committed to making clean, green energy the primary power source for homes, businesses, and beyond.&nbsp; With the growing demand for electricity, the need for smart, clean energy sources is constantly rising. SolarEdge offers amazing opportunities to develop your skills in a multidisciplinary environment, covering everything from research and development to production and customer supply. Work with talented colleagues, tackle exciting challenges, and help create a sustainable future in an industry that's always evolving and innovating. Join us and be part of a company that values creativity, agility, and impactful work.&nbsp; You will join a growing and dynamic sales team, responsible for driving the adoption of SolarEdge’s advanced solutions within the commercial solar market in Israel. This role combines strategic business development, consultative selling, and long-term relationship building with key players across the local PV ecosystem. What You’ll Be Doing Drive new business by identifying, developing, and closing commercial sales opportunities aligned with company strategy and revenue goals. Acquire new customers while mana"
Components Reliability Engineer,SolarEdge,Herzliya,2026-05-16,https://corporate.solaredge.com/en/careers/open-positions?position=comeet-9BA6A&_gl=1*f3nb33*_up*MQ..*_ga*NjU5MTA0MzEyLjE3Nzg5Njc3MTA.*_ga_EB80EEY8WM*czE3Nzg5Njc3MDkkbzEkZzAkdDE3Nzg5Njc3MDkkajYwJGwwJGgw*_ga_VLCW84G8SB*czE3Nzg5Njc3MDkkbzEkZzAkdDE3Nzg5Njc3MDkkajYwJGwwJGgw,Q&R,On-site,"Description: SolarEdge is a top global leader, manufacturing smart energy solutions. The company's broad range of products encompasses intelligent inverter and storage systems &amp; SST solutions; by doing that, we are changing the way electricity is being produced and consumed around the world. In this position you will be a part of component's team and deal with the qualification of electronic and electro-mechanical parts and in the failure analysis of failed parts. Component reliability team deals with challenges related to reliability of components in future SolarEdge products, products in mass production and help with analysis of components in products that failed in field.&nbsp; &nbsp; What will you be doing in this position? ·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Prepare test plans, assemble test setups, collect data and summarize the results. ·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Software Development of automated hardware tests, drivers, protocols (C#/Python) ·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Design and operate automatic testers and test setups to simulate operating life and reliability of the components.&nbsp; ·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Analyze failed products or components to gain understanding of the physics of failure | Requirements: Requirements: ·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Education B . Sc. in: Electrical Engineering or Physics.&nbsp; ·&nbsp;&nbsp;&nbsp;&"
Control Systems Engineer,SolarEdge,Herzliya,2026-05-16,https://corporate.solaredge.com/en/careers/open-positions?position=comeet-AED5C,R&D - Embedded SW,On-site,"Description: Power the Future with us! At SolarEdge (NASDAQ: SEDG), we're a global leader in smart energy technology, with over 3,000 employees, offices in 34 countries, and millions of installations worldwide. Our innovative solutions include solar inverters, battery storage, backup systems, EV charging, and AI-based energy management. We're committed to making clean, green energy the primary power source for homes, businesses, and beyond. With the growing demand for electricity, the need for smart, clean energy sources is constantly rising. SolarEdge offers amazing opportunities to develop your skills in a multidisciplinary environment, covering everything from research and development to production and customer supply. Work with talented colleagues, tackle exciting challenges, and help create a sustainable future in an industry that's always evolving and innovating. Join us and be part of a company that values creativity, agility, and impactful work. The Embedded control team develop SW products that create the basic building blocks of the SolarEdge system and deal with various fields - power conversion algorithmic, communication algorithmic, optimizations, RT problems on different platforms - DSPs, Company’s ASIC and digital controlled power converters for photo-voltaic power systems. Our technological challenges focus on the following fields: power electronics, digital close loop control and digital signal processing algorithms implemented on company’s microprocessors. I"
Cyber Security Engineer,SolarEdge,Herzliya,2026-05-16,https://corporate.solaredge.com/en/careers/open-positions?position=comeet-A4A61,IT,On-site,"Description: Power the Future with us! SolarEdge (NASDAQ: SEDG), is a global leader in high-performance smart energy technology, with over 3000 employees, offices in 34 countries, and millions of products installed in over 133 countries. Our diverse product offering comprises intelligent solar inverters, battery storage, backup systems, EV charging, and complete home energy management ecosystems. By leveraging world-class engineering capabilities and with a relentless focus on innovation, we strive to create a world where clean, green energy from the sun is the primary source of power for our homes, businesses, and just about everywhere we thrive . We are looking for a talented, team-person who will join our Cyber Security team and help us tackle the toughest security challenges in protecting the company digital assets in our network. This role is a team member in our IT cyber security team. The Cyber Security team is composed of strong and experienced security engineers, responsible for design, implement, analyze, and maintain security controls or our enterprise and SAAS environments . Job Description: Lead O365 and Identity security Architect secure network and application layouts Choose and configure security controls and workflows Handle emerging threats such as AI creatively Use AI dev tools to build security automation and internal tooling Mentor other security engineers and raise team capabilities Partner closely with Dev, DevOps, Platform, and IT teams Define clear, a"
Debug Engineer,SolarEdge,Modi'in,2026-05-14,https://corporate.solaredge.com/en/careers/open-positions?position=comeet-8C867,Data centers,On-site,"Description: As part of this role, you will be responsible for performing electronic failure analysis on SolarEdge’s complex products in both manufacturing and development environments. The position includes identifying root causes, leading corrective actions, and working closely with Engineering, Quality, and Production teams to ensure high product quality and reliability. Responsibilities: ·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Perform failure analysis on electronic products, boards, and systems ·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Identify root causes and lead debug activities ·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Define and implement corrective and preventive actions ·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Work with lab equipment and test systems ·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Collaborate with Engineering, Quality, and Production teams ·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Support continuous quality and reliability improvement processes | Requirements: 1.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Relevant technical education (Practical Electronics Engineer / Technician- advantage) 2.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Experience in electronics manufacturing, failure analysis, or lab environments 3.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Strong analytical and problem‑solving skills 4.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Technical English proficiency 5.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Ability to work in a dynamic, team‑oriented environment"
Debug Technician,SolarEdge,Nazareth Iliit,2026-05-15,https://corporate.solaredge.com/en/careers/open-positions?position=comeet-1F656,Q&R,On-site,"Description: SolarEdge is a top global leader, manufacturing smart energy solutions. The company's broad range of products encompasses intelligent inverter and storage systems, revolutionary EV charger, and by doing that, we are changing the way Electricity is being produced. We are looking for Debug Technicians with High technical knowledge level to be active part in SolarEdge manufacturing site in the north of Israel. What will you be doing?&nbsp; Perform electronic failure analysis process for company's products&nbsp; Determine root cause for failures under investigation and determine corrective actions with the production team&nbsp; | Requirements: Education: Practical electrical engineer Ability to locate a fault down to the component level Experience in one or more relevant fields:&nbsp; Electronics manufacturing&nbsp;&nbsp; Board design&nbsp; Electronic failure analysis Lab equipment and test It would be a great advantage if you are experienced in: Electronic debug in manufacturing &nbsp;Additional Skills: Fast learner, teamwork&nbsp; Good verbal and written communication (English)"
Digital Design Engineer,SolarEdge,Herzliya,2026-05-16,https://corporate.solaredge.com/en/careers/open-positions?position=comeet-C5462&_gl=1*10gcyb*_up*MQ..*_ga*MjA3MzQ4NjQ1OS4xNzc4OTY2NDg0*_ga_VLCW84G8SB*czE3Nzg5NjY0ODMkbzEkZzEkdDE3Nzg5NjY0OTQkajQ5JGwwJGgw*_ga_EB80EEY8WM*czE3Nzg5NjY0ODMkbzEkZzEkdDE3Nzg5NjY0OTQkajQ5JGwwJGgw,R&D - ASIC,Hybrid,"Description: Power the Future with us! SolarEdge (NASDAQ: SEDG), is a global leader in high-performance smart energy technology, with over 3000 employees, offices in 33 countries, and millions of products installed in over 133 countries. Our diverse product offering comprises intelligent solar inverters, battery storage, backup systems, EV charging, and complete home energy management ecosystems. By leveraging world-class engineering capabilities and with a relentless focus on innovation, we strive to create a world where clean, green energy from the sun is the primary source of power for our homes, businesses, and just about everywhere we thrive. SolarEdge is a top global leader in smart energy technology. The company's broad range of products encompasses intelligent inverter and storage systems, revolutionary EV charger, smart energy management solutions and more. SolarEdge's ASIC controllers stand at the heart of the company’s innovation, being both highly flexible and low power, combining digital logic with analog circuits design.&nbsp; At SolarEdge, HW engineers, SW developers and ASIC engineers work together in close collaboration to bring to life a complete solution for the solar energy market. We are looking for an ASIC Digital Design Engineer that is eager to learn and be part of a succeeding team. &nbsp; What you will be doing: Take part in the design of complex mixed-signal devices. Collaborate with digital design and verification engineers in developing digital IP"
Electrical Practical Engineer,SolarEdge,Herzliya,2026-05-16,https://corporate.solaredge.com/en/careers/open-positions?position=comeet-A1363,R&D - Hardware,On-site,"Description: Power the Future with us! At SolarEdge (NASDAQ: SEDG), we're a global leader in smart energy technology, with over 3,000 employees, offices in 34 countries, and millions of installations worldwide.&nbsp; Our innovative solutions include solar inverters, battery storage, backup systems, EV charging, and AI-based energy management. We're committed to making clean, green energy the primary power source for homes, businesses, and beyond.&nbsp; With the growing demand for electricity, the need for smart, clean energy sources is constantly rising. SolarEdge offers amazing opportunities to develop your skills in a multidisciplinary environment, covering everything from research and development to production and customer supply. Work with talented colleagues, tackle exciting challenges, and help create a sustainable future in an industry that's always evolving and innovating. Join us and be part of a company that values creativity, agility, and impactful work.&nbsp;&nbsp; We are looking for a Practical Engineer to join our R&amp;D HW Group. This role will involve working with cutting-edge technologies and contributing to the development of innovative energy storage solutions. What you will be doing: Electrical lab testing – Thermal tests, performance tests, PCBA tests ,debugging ,FA&nbsp;and etc (manual and automatic testing). Infra. supporting – Building of testing setups, cables, and mechanical assemblies Assist the team in the assembly of the product for all needed&nb"
