title,company,location,date,url,department,workplace_type,description,requirements
"מנהל.ת חשבונות – צוות ספקים, אגף כספים",מכון ויצמן למדע,רחובות,2026-05-09,https://www.weizmann.ac.il/career/jobs/64156,,,,
עובד.ת מעבדה  בקבוצת המחקר גנאים - לניהול מעבדה,מכון ויצמן למדע,רחובות,2026-05-09,https://www.weizmann.ac.il/career/jobs/1007,,,,"חובה
תואר שני (MSc) בכימיה אורגנית (או תחום קרוב).
שליטה באנגלית ברמה גבוהה (דיבור, קריאה וכתיבה) חובה (עבודה שוטפת בסביבה בינלאומית)
ניסיון מעשי בסינתזה אורגנית - יתרון.
יכולת ארגון גבוהה, דיוק, אחריות ויכולת תעדוף משימות.
תקשורת בין-אישית טובה ועבודה עצמאית מול צוות מחקר ואדמיניסטרציה.
יתרון משמעותי
ניסיון קודם בניהול/תפעול מעבדה (אקדמיה/תעשייה).
היכרות עם שיטות אנליטיות נפוצות (NMR, LC/GC, MS)."
עובד.ת משק לקאנטרי קלאב במתחם מכון ויצמן ברחובות,מכון ויצמן למדע,רחובות,2026-05-09,https://www.weizmann.ac.il/career/jobs/1009,,,,
סטודנט.ית מנהל.ת חשבונות- משרה זמנית לחצי שנה,מכון ויצמן למדע,רחובות,2026-05-09,https://www.weizmann.ac.il/career/jobs/64164,,,,
רכז.ת אדמיניסטרטיבי.ת אישי.ת למחלקה לגנטיקה מולקולרית,מכון ויצמן למדע,רחובות,2026-05-09,https://www.weizmann.ac.il/career/jobs/64189,,,,
"ראש.ת ענף שכר, פנסיה וביטוחים",מכון ויצמן למדע,רחובות,2026-05-09,https://www.weizmann.ac.il/career/jobs/64187,,,,
רכז.ת מעונות בתחום דיור ושירותי קהילה באגף תפעול,מכון ויצמן למדע,רחובות,2026-05-09,https://www.weizmann.ac.il/career/jobs/64186,,,,
"עובד/ת חממות כללי/ת, המחלקה למדעי הצמח והסביבה",מכון ויצמן למדע,רחובות,2026-05-09,https://www.weizmann.ac.il/career/jobs/64178,,,":
חיטוי וסטריליזציה: חיטוי עציצים, מגשים, שולחנות וחדרי גידול לשמירה על סביבת עבודה נקייה.
טיפול בצמחייה: ניטור מדדים ויישום תוספי הזנה לצמחים.
הדברה: יישום חומרי הדברה בהתאם לצורך.
תחזוקה שוטפת: תפעול וטיפולים שגרתיים במערכות החממה השונות וניקיון חללי הגידול.
לוגיסטיקה: פינוי פסולת אורגנית וסיוע במשימות הצוות השונות (גיבוי ותמיכה).
כישורים ויכולות:
רקע חקלאי: בוגר.ת בית ספר חקלאי או ניסיון קודם בעבודה חקלאית – יתרון משמעותי.
חוסן פיזי: יכולת עבודה מאומצת בתנאי חוץ ובתנאי מזג אוויר משתנים (חורף/קיץ).
עבודת צוות: יכולת עבודה שיתופית בצוות לצד משמעת עצמית בעבודה עצמאית.
סדר וארגון: יכולת עמידה בסטנדרטים גבוהים של סדר, ניקיון ודיוק.
הגשת מועמדות
משרות נוספות:
עובד.ת כללי  למחלקה למדעי מחשב ומתמטיקה
קטגוריה:
עובדים כלליים
היקף משרה:
משרה מלאה
קרא עוד
עובד.ת משק לקאנטרי קלאב במתחם מכון ויצמן ברחובות
קטגוריה:
עובדים כלליים
היקף משרה:
משרה חלקית
קרא עוד
Career at the Weizmann Institute of Science
קריירה במכון ויצמן למדע
מכון ויצמן למדע | רחוב הרצל 234, ת.ד. 26, רחובות 7610001 ישראל",
מנהל.ת רשת Windows,מכון ויצמן למדע,רחובות,2026-05-09,https://www.weizmann.ac.il/career/jobs/64195,,,,
ראש תחום פיתוח יישומים באגף טכנולוגיות מידע,מכון ויצמן למדע,רחובות,2026-05-09,https://www.weizmann.ac.il/career/jobs/64199,,,,"אבטחת מידע).
ניסיון ב- Devops.
ראייה מערכתית, יוזמה, תודעת שירות ויכולת למידה עצמית."
