url,title,company,source,department,first_seen,last_seen
https://www.gotfriends.co.il/jobslobby/software/java-developer/153381/,Software Engineer בחברת Security,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/head-of-development-team/153389/,R&D Team Leader בחברת Security,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/python-developer/153402/,Senior Python Engineer בחברת מודיעין דיגיטלי בתעשיית הפורנזיקה,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/full-stack-developer/153310/,Senior Full Stack Developer בחברת סטארט-אפ,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/head-of-development-team/153329/,Backend Team Lead בחברת סטארט-אפ בתחום ה-Fintech,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/backend-developer/153344/,Backend Tech Lead בחברה בתחום ה- Cyber Intelligence,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/full-stack-developer/153351/,Full Stack Team Lead בחברת סטארט-אפ בתחום ה- Digital Twin Software,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/backend-developer/153337-1/,Backend Engineer (NodeJS) בחברת Fintech,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/full-stack-developer/153309/,Senior Full Stack Developer בחברת סטארט-אפ,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/full-stack-developer/153314/,Senior Full Stack Tech Lead בחברת סטארט-אפ,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/python-developer/153327/,Senior Python Backend Developer בחברת סטארט-אפ,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/backend-developer/153322/,משרת פיתוח Rust בחברת סטארט-אפ בתחום ה-Retail,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/cplusplus-programmer/153317/,R&D Manager- AI Solutions Embedded Systems Security Researcher and Developer בחברת הייטק בתחום הסייבר,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/backend-developer/153242/,Senior Platform Engineer (Backend) בחברת סטארט-אפ בתחום הסייבר,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/backend-developer/153267/,Backend Developer- Cloud בחברת סטארט-אפ בתחום ה-Data Infrastructure,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/backend-developer/153241/,Tech Lead Backend Developer בחברת הייטק,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/head-of-development-team/153289/,R&D Team Leader בחברת הייטק בתחום ה-DevSecOps ו-MLOps,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/data-engineer/153293/,Director/VP Data בחברת סטארט-אפ שעוסקת בניטור פעילות פרסום ומידע עסקי,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/backend-developer/153264/,Senior Software Engineer בחברת הייטק בתחום ה-DevSecOps ו-MLOps,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/full-stack-developer/153249/,Senior Full Stack Software Engineer בחברת סייבר בעולמות ה-Fintech,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/backend-developer/153239/,Senior Platform Engineer (Backend) בחברת סטארט-אפ בתחום הסייבר,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/data-engineer/153247/,Data Engineer בחברת סטארט-אפ בתחום של Healthcare,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/cplusplus-programmer/153262/,Software Engineer בחברת סטארט-אפ בתחום ה-High-Performance Computing,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/backend-developer/153238/,Tech Lead Backend Developer בחברת הייטק,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/cplusplus-programmer/153251/,Software Engineer  בחברת הייטק,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/frontend-developer/153263/,Tech Lead בחברת סטארט-אפ רווחית,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/full-stack-developer/153232/,Founding Full Stack Engineer בחברת סטארט- אפ בתחום ה-Security,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/python-developer/153216/,Lead Software Engineer בחברת סטארט-אפ בתחום המיחשוב הקוונטי,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/backend-developer/153212/,Senior Software Developer בחברת הייטק,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/python-developer/153223/,Senior Software Engineer בחברת הייטק בתחום ה-Cyber Security,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/backend-developer/153134/,Backend Engineer בחברת סטארט-אפ בתחום ה-Medical,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/java-developer/153149/,Technical Lead Engineer בחברת סטארט-אפ בתחום Defense-tech,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/frontend-developer/153148/,Frontend Game Developer בחברת משחקים אמריקאית,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/head-of-development-team/153169/,Full Stack Lead בחברת הייטק,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/big-data-developer/153173/,Big Data Software Engineer בחברת סטארט-אפ,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/cplusplus-programmer/153172/,Software Developer C++/Cבחברת Security,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/ארכיטקט-תוכנה/153161/,Software Architect בחברת הייטק בתחום ה-DevSecOps ו-MLOps,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/java-developer/153147/,Software Infrastructure Engineer בחברת הייטק בתחום השבבים,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/mobile-programmer/153129/,React Native Mobile Engineer בחברת סטארט-אפ,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/full-stack-developer/153097/,Full Stack Developer בחברת סטארט-אפ,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/backend-developer/153132/,Backend Engineer בחברת סטארט-אפ בתחום ה-Medical,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/cplusplus-programmer/153125/,Linux Team Lead בחברת Cybersecurity,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/python-developer/153109/,Tech Lead בחברת Fintech,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
https://www.gotfriends.co.il/jobslobby/software/head-of-development-team/153128/,Full Stack Team Lead בחברת סטארט-אפ בתחום ה-Mobility,GotFriends,gotfriends,Software Development,2026-05-16,2026-05-16
